X,Y,OBJECTID,Dirección_incidente,Localidad,Tipo_de_incidente,Actores_viales_implicados,Afectación_personas,COORDENADAY,COORDENADAX
-74.1317329999999,4.56485700000007,1831,Carrera 18 con Calle 55 sur,Tunjuelito,Choque simple,Automóvil particular (1) - Motocicleta (1) ,Sin lesionados,4.564857,-74.131733
-74.099368,4.68834900000007,1832,Carrera 75 con Calle 71 ,Engativá,Choque con lesionado,Motocicleta (1) - Motociclista lesionado (1) ,Con lesionados,4.688349,-74.099368
-74.0846989999999,4.56963100000007,1833,Transversal 2B con Calle 8 sur,San Cristóbal,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.569631,-74.084699
-74.1510739999999,4.56992200000008,1834,Calle 64 sur con Carrera 36 bis ,Ciudad Bolívar,Atropello,Automóvil particular (1) - Peatón lesionado (1) ,Con lesionados,4.569922,-74.151074
-74.142579,4.68527500000005,1835,Calle 23C con Carrera 108 ,Fontibón,Choque simple,Taxi (1) - Automóvil particular (1) ,Sin lesionados,4.685275,-74.142579
-74.024333,4.76841000000007,1836,Carrera 4A con Calle 192 ,Usaquén,Choque simple,Camión (1) - Automóvil particular (1) ,Sin lesionados,4.76841,-74.024333
-74.140908,4.58171700000003,1837,Transversal 30 con Calle 54A sur,Tunjuelito,Choque simple,Automóvil particular (1) - Motocicleta (1) ,Sin lesionados,4.581717,-74.140908
-74.163956,4.64274400000005,1838,"Calle 26 sur con Av Guayacanes, sentido or→occ",Kennedy,Choque simple,Bus SITP (1) - Automóvil particular (1) ,Sin lesionados,4.642744,-74.163956
-74.1480089999999,4.54998000000006,1839,Diagonal 69A bis sur con Carrera 18J ,Ciudad Bolívar,Atropello,Motocicleta (1) - Peatón lesionado (1) ,Con lesionados,4.54998,-74.148009
-74.1561349999999,4.68368300000003,1840,"Calle 17 con Carrera 116, sentido or→occ",Fontibón,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.683683,-74.156135
-74.1476069999999,4.68481600000007,1841,"Calle 22F con Carrera 112, sentido occ→or",Fontibón,Atropello,Motocicleta (1) - Peatón lesionado (1) ,Con lesionados,4.684816,-74.147607
-74.095768,4.56946700000003,1842,Calle 27A sur con Carrera 7 ,San Cristóbal,Atropello,Taxi (1) - Peatón lesionado (1) ,Con lesionados,4.569467,-74.095768
-74.106774,4.64976000000007,1843,Av Carrera 68 con Av La Esperanza ,Fontibón,Caida de carga,Bus / buseta (1) - Pasajero lesionado (1) ,Con lesionados,4.64976,-74.106774
-74.069397,4.61651600000005,1844,Carrera 13 con Calle 29 ,Santa Fe,Choque simple,Automóvil particular (1) - Motocicleta (1) ,Sin lesionados,4.616516,-74.069397
-74.098292,4.72363800000005,1845,Calle 127 con Carrera 95A ,Suba,Autolesionado,Motociclista lesionado (2)  ,Con lesionados,4.723638,-74.098292
-74.1544299999999,4.68190700000002,1846,Calle 17 con Carrera 114 ,Fontibón,Choque con lesionado,Automóvil particular (1) - Ciclista lesionado (1) ,Con lesionados,4.681907,-74.15443
-74.056666,4.64877900000005,1847,Calle 66 con Carrera 4A ,Chapinero,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.648779,-74.056666
-74.058398,4.73596900000007,1848,Calle 152 con Carrera 55 ,Suba,Choque simple,Automóvil particular (3) - Camioneta (1) ,Sin lesionados,4.735969,-74.058398
-74.182195,4.63352700000007,1849,Calle 50B con Carrera 89A ,Bosa,Choque simple,Automóvil particular (1) - Motocicleta (1) ,Sin lesionados,4.633527,-74.182195
-74.194397,4.60553000000004,1850,Carrera 80 con Calle 71 sur,Bosa,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (2) ,Con lesionados,4.60553,-74.194397
-74.127065,4.71497000000005,1851,Carrera 112F con Calle 72F ,Engativá,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.71497,-74.127065
-74.0507709999999,4.70211500000005,1852,Calle 122 con Carrera 19A ,Usaquén,Atropello,Automóvil particular (1) - Peatón lesionado (1) ,Con lesionados,4.702115,-74.050771
-74.106601,4.62457200000006,1853,Av Comuneros con Carrera 47 ,Puente Aranda,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.624572,-74.106601
-74.023492,4.73775500000005,1854,"Av Carrera 7 con Calle 163, sentido s→n",Usaquén,Caida de ocupante,Bus SITP (1) - Pasajero lesionado (1) ,Con lesionados,4.737755,-74.023492
-74.105674,4.69619900000004,1855,Av Ciudad de Cali con Av Chile (Calle 72) ,Engativá,Atropello,Camioneta (1) - Peatón (1) ,Con lesionados,4.696199,-74.105674
-74.117509,4.51806500000004,1856,Av Caracas con Calle 73A ,Usme,Choque con lesionado,Bus SITP (1) - Taxi (1) ,Con lesionados,4.518065,-74.117509
-74.0374449999999,4.76345000000003,1857,"Carrera 16 con Calle 186B, sentido n→s",Usaquén,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.76345,-74.037445
-74.059961,4.63255800000007,1858,Carrera 1 este con Calle 46A ,Chapinero,Atropello,Automóvil particular (1) - Peatón lesionado (1) ,Con lesionados,4.632558,-74.059961
-74.145958,4.59530500000005,1859,Autopista Sur con Av Boyacá ,Kennedy,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.595305,-74.145958
-74.095454,4.75034900000003,1860,Carrera 104A con Calle 148 ,Suba,Choque simple,Automóvil particular (1) - Bicitaxi (1) ,Sin lesionados,4.750349,-74.095454
-74.024762,4.72573000000006,1861,Av Carrera 7 con Calle 150 ,Usaquén,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.72573,-74.024762
-74.05749,4.73877900000002,1862,Carrera 55 con Calle 152B ,Suba,Choque simple,Automóvil particular (3)  ,Sin lesionados,4.738779,-74.05749
-74.132123,4.61364300000002,1863,Carrera 69 con Calle 23 sur,Kennedy,Choque simple,Camioneta (1) - Motocicleta (1) ,Sin lesionados,4.613643,-74.132123
-74.118594,4.62498900000003,1864,Carrera 62 con Calle 4D ,Puente Aranda,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.624989,-74.118594
-74.153992,4.63269000000003,1865,Carrera 80 con Calle 2 sur,Kennedy,Atropello,Automóvil particular (1) - Peatón lesionado (1) ,Con lesionados,4.63269,-74.153992
-74.1116489999999,4.65653800000007,1866,Carrera 69B con Av La Esperanza ,Fontibón,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.656538,-74.111649
-74.044879,4.75931700000007,1867,Autopista Norte con Calle 182A ,Usaquén,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.759317,-74.044879
-74.097569,4.56796700000007,1868,Carrera 7A con Calle 30B sur,San Cristóbal,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.567967,-74.097569
-74.043535,4.76047800000003,1869,Calle 183 con Carrera 20 ,Usaquén,Atropello,Automóvil particular (1) - Peatón lesionado (2) ,Con lesionados,4.760478,-74.043535
-74.159752,4.64621300000005,1870,Av Guayacanes con Calle 6 ,Kennedy,Choque con lesionado,Motocicleta (1) - Ciclista lesionado (1) ,Con lesionados,4.646213,-74.159752
-74.092148,4.75606900000002,1871,Calle 154A con Carrera 105 ,Suba,Choque con lesionado,Camioneta (2) - Motocicleta (1) ,Con lesionados,4.756069,-74.092148
-74.11161,4.53725300000002,1872,"Carrera 1 con Calle 59 sur, sentido n→s",Usme,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.537253,-74.11161
-74.1177759999999,4.70270900000003,1873,Calle 71B con Carrera 100 ,Engativá,Choque simple,Automóvil particular (1) - Motocicleta (1) ,Sin lesionados,4.702709,-74.117776
-74.085518,4.67855900000006,1874,"Av Carrera 68 con Av Chile (Calle 72), sentido n→s",Engativá,Choque simple,Bus SITP (1) - Automóvil particular (1) ,Sin lesionados,4.678559,-74.085518
-74.09759,4.56843700000007,1875,Calle 30B sur con Carrera 7A ,San Cristóbal,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.568437,-74.09759
-74.0990629999999,4.60779300000007,1876,Av Comuneros con Carrera 31 ,Puente Aranda,Choque con objeto fijo,Camioneta (1) - Automóvil particular (1) - Poste (1),Sin lesionados,4.607793,-74.099063
-74.1106799999999,4.74469000000005,1877,Calle 137 con Carrera 128 ,Suba,Choque con lesionado,Automóvil particular (1) - Ciclista lesionado (1) ,Con lesionados,4.74469,-74.11068
-74.139573,4.57100500000007,1878,"Av Ciudad de Villavicencio con Av Boyacá, sentido n→s",Tunjuelito,Choque simple,Taxi (1) - Bicicleta (1) ,Sin lesionados,4.571005,-74.139573
-74.1997479999999,4.61892700000004,1879,Carrera 87B con Calle 73C sur,Bosa,Atropello,Motocicleta (1) - Peatón lesionado (2) ,Con lesionados,4.618927,-74.199748
-74.085562,4.56897500000002,1880,"Calle 22 bis sur con Carrera 3 este, sentido occ→or",San Cristóbal,Atropello,Automóvil particular (1) - Peatón lesionado (1) ,Con lesionados,4.568975,-74.085562
-74.127286,4.60743800000006,1881,Av Primero de Mayo con Carrera 52B ,Puente Aranda,Aprisionamiento,Motociclista lesionado (2)  ,Con lesionados,4.607438,-74.127286
-74.026471,4.73740700000008,1882,"Calle 161A con Carrera 7G, sentido occ→or",Usaquén,Atropello,Motocicleta (1) - Peatón lesionado (1) ,Con lesionados,4.737407,-74.026471
-74.0942889999999,4.71004800000003,1883,Av Ciudad de Cali con Calle 90 ,Engativá,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.710048,-74.094289
-74.155211,4.62313300000005,1884,Carrera 78M con Calle 38C sur,Kennedy,Choque con lesionado,Motociclista lesionado (4)  ,Con lesionados,4.623133,-74.155211
-74.106142,4.70562500000005,1885,Calle 80A con Carrera 92 ,Engativá,Atropello,Automóvil particular (1) - Peatón lesionado (1) ,Con lesionados,4.705625,-74.106142
-74.1050049999999,4.58196300000003,1886,Calle 24 sur con Carrera 18 ,Rafael Uribe Uribe,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.581963,-74.105005
-74.155614,4.57727100000005,1887,Av Gaitán Cortés con Carrera 48 ,Ciudad Bolívar,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.577271,-74.155614
-74.180328,4.62741200000005,1888,Calle 51B sur con Carrera 87B ,Bosa,Choque con lesionado,Motociclista lesionado (2)  ,Con lesionados,4.627412,-74.180328
-74.123545,4.70602800000006,1889,Carrera 106A con Calle 70C ,Engativá,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.706028,-74.123545
-74.145359,4.56833200000005,1890,Av Ciudad de Villavicencio con Carrera 22B ,Ciudad Bolívar,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.568332,-74.145359
-74.1106599999999,4.56052900000003,1891,Transversal 5J con Calle 48 sur,Rafael Uribe Uribe,Atropello,Automóvil particular (1) - Peatón lesionado (1) ,Con lesionados,4.560529,-74.11066
-74.077827,4.62271600000003,1892,Av El Dorado (Calle 26) con Carrera 24 ,Teusaquillo,Choque con lesionado,Bus SITP (1) - Camioneta (1) - Conductor lesionado (1),Con lesionados,4.622716,-74.077827
-74.1303609999999,4.57035000000008,1893,Av Ciudad de Villavicencio con Calle 48B sur,Tunjuelito,Choque simple,Automóvil particular (3)  ,Sin lesionados,4.57035,-74.130361
-74.1222569999999,4.74332500000003,1894,Calle 132D con Carrera 151A ,Suba,Choque simple,Camión (1) - Motocicleta (1) ,Sin lesionados,4.743325,-74.122257
-74.114096,4.74343600000003,1895,Calle 132D con Carrera 134 ,Suba,Choque simple,Taxi (1) - Motocicleta (1) ,Sin lesionados,4.743436,-74.114096
-74.101334,4.58952300000004,1896,Diagonal 13 bis sur con Carrera 24B ,Antonio Nariño,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.589523,-74.101334
-74.115174,4.60648400000002,1897,Calle 1 con Carrera 40 ,Puente Aranda,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.606484,-74.115174
-74.1055919999999,4.57564900000006,1898,Calle 28C sur con Carrera 12H ,Rafael Uribe Uribe,Choque con lesionado,Motociclista lesionado (2)  ,Con lesionados,4.575649,-74.105592
-74.1549429999999,4.65556300000003,1899,Carrera 92 con Calle 8C ,Kennedy,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.655563,-74.154943
-74.123556,4.55722900000006,1900,Calle 53 sur con Carrera 9 ,Tunjuelito,Caida de ocupante,Bus SITP (1) - Pasajero lesionado (1) ,Con lesionados,4.557229,-74.123556
-74.143108,4.63871500000005,1901,Calle 8 con Carrera 78C ,Kennedy,Choque con lesionado,Bus SITP (1) - Automóvil particular (1) ,Con lesionados,4.638715,-74.143108
-74.033631,4.76029800000003,1902,Calle 183 con Carrera 11 ,Usaquén,Autolesionado,Motociclista lesionado (2)  ,Con lesionados,4.760298,-74.033631
-74.0814379999999,4.73954300000003,1903,Carrera 86 con Calle 146B ,Suba,Choque simple,Automóvil particular (1) - Motocicleta (1) ,Sin lesionados,4.739543,-74.081438
-74.1592889999999,4.63723200000004,1904,Carrera 85 con Calle 5A ,Kennedy,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.637232,-74.159289
-74.194581,4.61116600000003,1905,Calle 71A sur con Carrera 81F ,Bosa,Choque con lesionado,Motocicleta (2) - Motociclista lesionado (1) ,Con lesionados,4.611166,-74.194581
-74.0572089999999,4.68891000000002,1906,Autopista Norte con Calle 102 ,Suba,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.68891,-74.057209
-74.1367109999999,4.71759700000007,1907,Calle 70A bis con Carrera 121A ,Engativá,Choque simple,Automóvil particular (1) - Motocicleta (1) ,Sin lesionados,4.717597,-74.136711
-74.137599,4.63034200000004,1908,"Av Boyacá con Av Américas, sentido n→s",Kennedy,Choque simple,Taxi (1) - Automóvil particular (1) ,Sin lesionados,4.630342,-74.137599
-74.124968,4.72712200000007,1909,"Av Calle 80 con Carrera 119, sentido or→occ",Engativá,Choque simple,Taxi (1) - Automóvil particular (1) ,Sin lesionados,4.727122,-74.124968
-74.122448,4.62917200000004,1910,Av Américas con Av Carrera 68 ,Kennedy,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.629172,-74.122448
-74.194961,4.61645900000002,1911,"Calle 71A sur con Carrera 83B, sentido occ→or",Bosa,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.616459,-74.194961
-74.1567679999999,4.61873400000007,1912,"Transversal 78J con Calle 41 sur, sentido n→s",Kennedy,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.618734,-74.156768
-74.0247419999999,4.75032900000002,1913,"Av Carrera 7 con Calle 172, sentido s→n",Usaquén,Choque simple,Automóvil particular (1) - Taxi (1) ,Sin lesionados,4.750329,-74.024742
-74.11837,4.55252500000006,1914,"Carrera 5M con Calle 50 sur, sentido s→n",Rafael Uribe Uribe,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.552525,-74.11837
-74.203964,4.63119400000005,1915,"Calle 73 sur con Carrera 95A, sentido or→occ",Bosa,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.631194,-74.203964
-74.065141,4.76108600000003,1916,"Av Boyacá con Calle 170, sentido s→n",Suba,Choque simple,Automóvil particular (1) - Tractocamión (1) ,Sin lesionados,4.761086,-74.065141
-74.0862299999999,4.61640200000005,1917,"Calle 19 con Carrera 27, sentido or→occ",Los Mártires,Choque con lesionado,Taxi (1) - Motociclista lesionado (1) ,Con lesionados,4.616402,-74.08623
-74.123678,4.74292800000006,1918,Carrera 153 con Calle 132D ,Suba,Choque simple,Camión (1) - Automóvil particular (1) ,Sin lesionados,4.742928,-74.123678
-74.179559,4.63383500000003,1919,"Av Guayacanes con Calle 49 sur, sentido s→n",Kennedy,Choque con lesionado,Taxi (1) - Motociclista lesionado (1) ,Con lesionados,4.633835,-74.179559
-74.021671,4.75755400000003,1920,"Carrera 1 con Calle 180A, sentido n→s",Usaquén,Choque simple,Automóvil particular (1) - Taxi (1) ,Sin lesionados,4.757554,-74.021671
-74.143069,4.60216000000003,1921,"Carrera 69 con Calle 40 sur, sentido s→n",Kennedy,Choque simple,Automóvil particular (1) - Bus SITP (1) ,Sin lesionados,4.60216,-74.143069
-74.087307,4.55147700000003,1922,"Transversal 8B bis este con Calle 36M, sentido s→n",San Cristóbal,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.551477,-74.087307
-74.116181,4.66204500000003,1923,"Av Boyacá con Av La Esperanza, sentido n→s",Fontibón,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.662045,-74.116181
-74.139764,4.71063600000002,1924,"Calle 64 con Carrera 113F, sentido occ→or",Engativá,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.710636,-74.139764
-74.112557,4.51551600000005,1925,Transversal 9 bis con Calle 74D sur,Usme,Choque con lesionado,Taxi (2) - Pasajero lesionado (1) ,Con lesionados,4.515516,-74.112557
-74.1406919999999,4.57697700000006,1926,"Av Boyacá con Carrera 25, sentido or→occ",Tunjuelito,Choque simple,Automóvil particular (1) - Motocicleta (1) ,Sin lesionados,4.576977,-74.140692
-74.094442,4.72712700000005,1927,"Carrera 95A con Calle 129B, sentido s→n",Suba,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.727127,-74.094442
-74.114807,4.52148400000004,1928,Carrera 1C este con Calle 70B sur,Usme,Volcamiento,Camión (1)  ,Sin lesionados,4.521484,-74.114807
-74.060074,4.72107800000003,1929,"Calle 134 con Carrera 54, sentido occ→or",Suba,Choque objeto fijo con lesionado,Camioneta (1) - Acompañante lesionado (1) - Andén (1),Con lesionados,4.721078,-74.060074
-74.1416619999999,4.58796100000006,1930,Transversal 44 con Calle 53A sur,Tunjuelito,Choque con lesionado,Taxi (1) - Motociclista lesionado (1) ,Con lesionados,4.587961,-74.141662
-74.183819,4.62357100000003,1931,"Carrera 87 con Calle 56 sur, sentido s→n",Bosa,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.623571,-74.183819
-74.145688,4.59188300000005,1932,"Av Boyacá con Calle 49A sur, sentido n→s",Tunjuelito,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.591883,-74.145688
-74.099745,4.73654500000004,1933,"Av Ciudad de Cali con Calle 13, sentido s→n",Kennedy,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.736545,-74.099745
-74.098337,4.69487400000003,1934,"Calle 75 con Carrera 78, sentido occ→or",Engativá,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.694874,-74.098337
-74.182646,4.63365800000003,1935,"Av Guayacanes con Calle 50B sur, sentido s→n",Bosa,Choque con lesionado,Motociclista lesionado (2)  ,Con lesionados,4.633658,-74.182646
-74.118779,4.56112800000005,1936,Calle 49A bis sur con Carrera 10B ,Rafael Uribe Uribe,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.561128,-74.118779
-74.1073919999999,4.54837500000002,1937,Carrera 3 con Calle 48R sur,Rafael Uribe Uribe,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.548375,-74.107392
-74.1431239999999,4.62101400000006,1938,"Carrera 73 con Calle 26 sur, sentido or→occ",Kennedy,Choque con lesionado,Motocicleta (1) - Ciclista lesionado (1) ,Con lesionados,4.621014,-74.143124
-74.0896299999999,4.63450800000004,1939,"Av El Dorado (Calle 26) con Carrera 40, sentido or→occ",Teusaquillo,Choque objeto fijo con lesionado,Automóvil particular (1) - Acompañante lesionado (1) - Separador (1),Con lesionados,4.634508,-74.08963
-74.136569,4.68362700000006,1940,"Av La Esperanza con Carrera 103, sentido or→occ",Fontibón,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) - Acompañante lesionado (3),Con lesionados,4.683627,-74.136569
-74.178964,4.59677100000005,1941,"Autopista Sur con Carrera 76, sentido occ→or",Ciudad Bolívar,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.596771,-74.178964
-74.148272,4.63127400000008,1942,"Av Américas con Carrera 80, sentido occ→or",Kennedy,Choque con lesionado,Camión (1) - Ciclista lesionado (1) ,Con lesionados,4.631274,-74.148272
-74.098913,4.57873300000006,1943,"Av Primero de Mayo con Carrera 12A, sentido occ→or",Rafael Uribe Uribe,Choque con lesionado,Taxi (1) - Motociclista lesionado (1) ,Con lesionados,4.578733,-74.098913
-74.118747,4.68093400000004,1944,"Av Ciudad de Cali con Av El Dorado (Calle 26), sentido n→s",Engativá,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.680934,-74.118747
-74.118747,4.68093400000004,1945,"Av Ciudad de Cali con Av El Dorado (Calle 26), sentido n→s",Engativá,"Sustancia química en vía (aceite, ACPM, otros)",Aceite (1)  ,Sin lesionados,4.680934,-74.118747
-74.165717,4.62123600000007,1946,Carrera 80 con Calle 42G ,Kennedy,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.621236,-74.165717
-74.08773,4.69565000000006,1947,"Av Boyacá con Av Calle 80, sentido s→n",Engativá,Choque con lesionado,Bus SITP (1) - Ciclista lesionado (1) ,Con lesionados,4.69565,-74.08773
-74.1380839999999,4.62554700000004,1948,"Av Boyacá con Calle 2B, sentido s→n",Kennedy,Choque con lesionado,Taxi (1) - Motociclista lesionado (1) ,Con lesionados,4.625547,-74.138084
-74.0660359999999,4.73387700000006,1949,"Av Boyacá con Calle 146B, sentido s→n",Suba,Choque con lesionado,Motociclista lesionado (2)  ,Con lesionados,4.733877,-74.066036
-74.145008,4.56766200000004,1950,"Carrera 22B con Calle 61 sur, sentido s→n",Ciudad Bolívar,Choque con lesionado,Bus SITP (1) - Bus / buseta (1) - Pasajero lesionado (1),Con lesionados,4.567662,-74.145008
-74.1111959999999,4.50057100000004,1951,Carrera 4C con Calle 93 sur,Usme,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.500571,-74.111196
-74.1290959999999,4.74541500000004,1952,Carrera 159A con Calle 138B ,Suba,Choque con lesionado,Bus SITP (1) - Ciclista lesionado (1) ,Con lesionados,4.745415,-74.129096
-74.103854,4.58293800000007,1953,"Carrera 17 con Av Primero de Mayo, sentido s→n",Antonio Nariño,Choque simple,Motocicleta (3)  ,Sin lesionados,4.582938,-74.103854
-74.1653239999999,4.61944800000003,1954,"Av Ciudad de Villavicencio con Carrera 79D, sentido or→occ",Kennedy,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.619448,-74.165324
-74.152779,4.61427100000003,1955,Diagonal 40C sur con Carrera 73A ,Kennedy,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.614271,-74.152779
-74.194446,4.60500800000005,1956,"Calle 71 sur con Carrera 79, sentido or→occ",Bosa,Choque con lesionado,Motociclista lesionado (2)  ,Con lesionados,4.605008,-74.194446
-74.1051439999999,4.69722300000006,1957,"Av Ciudad de Cali con Calle 72B, sentido s→n",Engativá,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.697223,-74.105144
-74.08084,4.68073500000003,1958,Calle 78 con Carrera 66 ,Barrios Unidos,Choque con objeto fijo,Vehículo de servicio especial (1) - Vivienda (1) ,Sin lesionados,4.680735,-74.08084
-74.0810719999999,4.73525000000006,1959,Av Suba con Carrera 84A ,Suba,Choque simple,Taxi (1) - Automóvil particular (1) ,Sin lesionados,4.73525,-74.081072
-74.144322,4.57877300000007,1960,"Av Gaitán Cortés con Calle 58 sur, sentido s→n",Tunjuelito,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) - Acompañante lesionado (1),Con lesionados,4.578773,-74.144322
-74.1116299999999,4.62790200000006,1961,Av Américas con Carrera 50 ,Puente Aranda,Caida de ocupante,Bus / buseta (1) - Pasajero lesionado (1) ,Con lesionados,4.627902,-74.11163
-74.074574,4.60598500000003,1962,"Carrera 10 con Calle 17, sentido s→n",Santa Fe,Choque con lesionado,Bus SITP (1) - Motociclista lesionado (1) ,Con lesionados,4.605985,-74.074574
-74.0956179999999,4.57013200000006,1963,Calle 27 sur con Carrera 7 ,San Cristóbal,Choque simple,Bus SITP (1) - Camioneta (1) ,Sin lesionados,4.570132,-74.095618
-74.166346,4.59560300000004,1964,"Autopista Sur con Carrera 71, sentido occ→or",Ciudad Bolívar,Choque con lesionado,Bus / buseta (1) - Motociclista lesionado (1) ,Con lesionados,4.595603,-74.166346
-74.166734,4.60807000000005,1965,Calle 50 sur con Carrera 77P ,Kennedy,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.60807,-74.166734
-74.197485,4.62387400000006,1966,Calle 70 sur con Carrera 88C ,Bosa,Choque con lesionado,Bus SITP (1) - Ciclista lesionado (1) ,Con lesionados,4.623874,-74.197485
-74.1226139999999,4.63104500000003,1967,"Av Américas con Av Carrera 68, sentido occ→or",Kennedy,Choque simple,Camión (1) - Ambulancia (1) ,Sin lesionados,4.631045,-74.122614
-74.118732,4.71802100000002,1968,"Av Calle 80 con Carrera 110, sentido occ→or",Engativá,Choque simple,Vehículo escolar (1) - Automóvil particular (1) ,Sin lesionados,4.718021,-74.118732
-74.168174,4.58483100000007,1969,Carrera 73 con Calle 65 sur,Ciudad Bolívar,Choque con lesionado,Taxi (1) - Motociclista lesionado (1) ,Con lesionados,4.584831,-74.168174
-74.125333,4.67231700000002,1970,"Av La Esperanza con Av Ciudad de Cali, sentido occ→or",Fontibón,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.672317,-74.125333
-74.092928,4.71723700000007,1971,"Av Ciudad de Cali con Carrera 91, sentido n→s",Suba,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.717237,-74.092928
-74.1213499999999,4.68675800000005,1972,"Transversal 93 con Calle 52B, sentido s→n",Fontibón,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.686758,-74.12135
-74.098716,4.73243400000007,1973,Carrera 102A con Calle 130C ,Suba,Choque con lesionado,Automóvil particular (1) - Taxi (1) - Acompañante lesionado (1),Con lesionados,4.732434,-74.098716
-74.18164,4.60808800000007,1974,Carrera 80 con Calle 59 sur,Bosa,Choque con lesionado,Motociclista lesionado (2)  ,Con lesionados,4.608088,-74.18164
-74.1149349999999,4.52043900000007,1975,Carrera 8F con Calle 71H sur,Usme,Volcamiento,Camión (1)  ,Sin lesionados,4.520439,-74.114935
-74.10027,4.54657100000003,1976,Calle 47A sur con Carrera 1 este,San Cristóbal,Choque con lesionado,Taxi (1) - Motociclista lesionado (1) ,Con lesionados,4.546571,-74.10027
-74.078951,4.63886100000002,1977,"NQS con Calle 48, sentido s→n",Teusaquillo,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.638861,-74.078951
-74.050853,4.72681500000004,1978,"Autopista Norte con Calle 144, sentido n→s",Suba,Choque simple,Automóvil particular (1) - Motocicleta (1) ,Sin lesionados,4.726815,-74.050853
-74.063168,4.67255500000005,1979,Carrera 24 con Calle 84 ,Barrios Unidos,Choque con lesionado,Bus SITP (1) - Ciclista lesionado (1) ,Con lesionados,4.672555,-74.063168
-74.0678619999999,4.69087700000006,1980,"Carrera 64 con Calle 100, sentido s→n",Suba,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.690877,-74.067862
-74.100021,4.68077900000003,1981,"Av Boyacá con Calle 66, sentido s→n",Engativá,Choque simple,Camión (1) - Automóvil particular (1) ,Sin lesionados,4.680779,-74.100021
-74.1116299999999,4.62790200000006,1982,"Av Américas con Carrera 50, sentido or→occ",Puente Aranda,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.627902,-74.11163
-74.143702,4.63077900000008,1983,"Av Américas con Carrera 74, sentido occ→or",Kennedy,Choque con lesionado,Motociclista lesionado (1) - Ciclista lesionado (1) ,Con lesionados,4.630779,-74.143702
