X,Y,OBJECTID,Dirección_incidente,Localidad,Tipo_de_incidente,Actores_viales_implicados,Afectación_personas,COORDENADAY,COORDENADAX
-74.191761,4.62609500000002,2919,"Av Bosa con Carrera 87K, sentido occ→or",Bosa,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.626095,-74.191761
-74.14769,4.62543100000005,2920,"Calle 26 sur con Carrera 78, sentido or→occ",Kennedy,Atropello,Motocicleta (1) - Peatón lesionado (1) ,Con lesionados,4.625431,-74.14769
-74.082238,4.57495300000005,2921,"Calle 11 sur con Carrera 1, sentido or→occ",San Cristóbal,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.574953,-74.082238
-74.077446,4.60128800000007,2922,"Carrera 10 con Calle 12, sentido n→s",Santa Fe,Atropello,Automóvil particular (1) - Peatón lesionado (1) ,Con lesionados,4.601288,-74.077446
-74.146493,4.62210600000003,2923,"Carrera 73D con Calle 35 sur, sentido s→n",Kennedy,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.622106,-74.146493
-74.191071,4.63535100000007,2924,"Calle 56F sur con Carrera 94A, sentido or→occ",Bosa,Atropello,Bus / buseta (1) - Peatón lesionado (1) ,Con lesionados,4.635351,-74.191071
-74.118348,4.54108100000008,2925,"Carrera 4K con Calle 56 sur, sentido s→n",Usme,Atropello,Motocicleta (1) - Peatón lesionado (1) ,Con lesionados,4.541081,-74.118348
-74.137614,4.57881300000003,2926,"Calle 53 sur con Carrera 27, sentido occ→or",Tunjuelito,Choque simple,Bus / buseta (2)  ,Sin lesionados,4.578813,-74.137614
-74.0739389999999,4.68784500000004,2927,"Av Carrera 68 con Calle 94A, sentido n→s",Barrios Unidos,Atropello,Motociclista lesionado (1) - Peatón lesionado (1) ,Con lesionados,4.687845,-74.073939
-74.083586,4.63149200000004,2928,"Av El Dorado (Calle 26) con Carrera 34A, sentido or→occ",Teusaquillo,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.631492,-74.083586
-74.0784859999999,4.60769900000003,2929,"Calle 17 con Carrera 15, sentido or→occ",Los Mártires,Choque con lesionado,Camioneta (1) - Motociclista lesionado (1) ,Con lesionados,4.607699,-74.078486
-74.137796,4.63080600000006,2930,"Av Américas con Av Boyacá, sentido or→occ",Kennedy,Choque con lesionado,Motociclista lesionado (2)  ,Con lesionados,4.630806,-74.137796
-74.12183,4.60216600000007,2931,"Carrera 50 con Av Primero de Mayo, sentido n→s",Puente Aranda,Choque simple,Automóvil particular (1) - Vehículo escolar (1) ,Sin lesionados,4.602166,-74.12183
-74.077352,4.60923800000006,2932,Calle 19 con Carrera 15 bis ,Los Mártires,Caida de ocupante,Bus SITP (1) - Pasajero lesionado (1) ,Con lesionados,4.609238,-74.077352
-74.117443,4.67487300000005,2933,"Av El Dorado (Calle 26) con Carrera 82, sentido occ→or",Fontibón,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.674873,-74.117443
-74.122453,4.74248600000004,2934,"Carrera 152 con Calle 132, sentido s→n",Suba,Choque simple,Bus SITP (1) - Automóvil particular (1) ,Sin lesionados,4.742486,-74.122453
-74.0675899999999,4.67328900000007,2935,Carrera 29C con Calle 79B ,Barrios Unidos,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.673289,-74.06759
-74.0692539999999,4.72538200000002,2936,"Calle 134 con Carrera 59A, sentido or→occ",Suba,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.725382,-74.069254
-74.0930519999999,4.63081400000004,2937,"Carrera 40 con Calle 22B, sentido n→s",Teusaquillo,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.630814,-74.093052
-74.0618469999999,4.62359100000003,2938,Av Circunvalar con Calle 39 ,Santa Fe,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.623591,-74.061847
-74.1303609999999,4.57035000000008,2939,"Carrera 19C con Calle 48B sur, sentido n→s",Tunjuelito,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.57035,-74.130361
-74.101083,4.56546000000003,2940,Calle 34 sur con Carrera 7A ,San Cristóbal,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.56546,-74.101083
-74.079818,4.58222600000005,2941,"Carrera 3 con Calle 1 sur, sentido n→s",San Cristóbal,Choque con lesionado,Taxi (1) - Motociclista lesionado (1) ,Con lesionados,4.582226,-74.079818
-74.119714,4.71941400000003,2942,"Av Calle 80 con Carrera 112A, sentido occ→or",Engativá,Choque con lesionado,Camión (1) - Ciclista lesionado (1) ,Con lesionados,4.719414,-74.119714
-74.11441,4.57679500000006,2943,"Carrera 18 con Calle 32A sur, sentido n→s",Rafael Uribe Uribe,Choque con lesionado,Motociclista lesionado (2)  ,Con lesionados,4.576795,-74.11441
-74.095386,4.66721100000007,2944,"Av José Celestino Mutis con Av Carrera 68, sentido or→occ",Engativá,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.667211,-74.095386
-74.0698659999999,4.67235900000003,2945,"NQS con Calle 78, sentido n→s",Barrios Unidos,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.672359,-74.069866
-74.064522,4.68054300000006,2946,"Carrera 50 con Calle 91, sentido s→n",Barrios Unidos,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.680543,-74.064522
-74.094973,4.73680800000005,2947,"Calle 134 con Carrera 100A, sentido or→occ",Suba,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.736808,-74.094973
-74.1003269999999,4.50630200000006,2948,Carrera 7F este con Calle 87B sur,Usme,Choque con lesionado,Motociclista lesionado (2)  ,Con lesionados,4.506302,-74.100327
-74.1801589999999,4.60512800000004,2949,Av Bosa con Carrera 78H ,Bosa,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.605128,-74.180159
-74.1687879999999,4.60979500000008,2950,Carrera 77V bis con Calle 52A sur,Kennedy,Choque simple,Camión (1) - Automóvil particular (1) ,Sin lesionados,4.609795,-74.168788
-74.138993,4.59584000000007,2951,"Autopista Sur con Carrera 51, sentido or→occ",Kennedy,Choque con lesionado,Motociclista lesionado (2)  ,Con lesionados,4.59584,-74.138993
-74.102883,4.60147100000006,2952,"NQS con Calle 2, sentido n→s",Puente Aranda,Choque simple,Ambulancia (1) - Motocicleta (1) ,Sin lesionados,4.601471,-74.102883
-74.133799,4.61273300000005,2953,"Carrera 69 con Calle 25 sur, sentido n→s",Kennedy,Choque simple,Camioneta (1) - Motocicleta (1) ,Sin lesionados,4.612733,-74.133799
-74.098377,4.57238800000005,2954,"Carrera 10 con Calle 27 sur, sentido n→s",Rafael Uribe Uribe,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.572388,-74.098377
-74.1777499999999,4.64757300000002,2955,"Calle 42A sur con Carrera 99A, sentido occ→or",Kennedy,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.647573,-74.17775
-74.110984,4.54933100000005,2956,Calle 48X sur con Carrera 5B bis ,Rafael Uribe Uribe,Choque simple,Bus SITP (1) - Taxi (1) ,Sin lesionados,4.549331,-74.110984
-74.108695,4.58973600000007,2957,Carrera 27 con Calle 19 sur,Antonio Nariño,Choque con lesionado,Taxi (1) - Motociclista lesionado (1) ,Con lesionados,4.589736,-74.108695
-74.114091,4.66145400000005,2958,"Calle 24B con Carrera 71, sentido occ→or",Fontibón,Choque simple,Camión (1) - Automóvil particular (1) ,Sin lesionados,4.661454,-74.114091
-74.137599,4.63034200000004,2959,"Av Boyacá con Av Américas, sentido n→s",Kennedy,Choque simple,Automóvil particular (1) - Motocicleta (1) ,Sin lesionados,4.630342,-74.137599
-74.0954159999999,4.67548200000004,2960,Carrera 69J con Calle 64H ,Engativá,Atropello,Automóvil particular (1) - Peatón lesionado (1) ,Con lesionados,4.675482,-74.095416
-74.1130709999999,4.59415100000007,2961,"Carrera 30 con Av Primero de Mayo, sentido n→s",Antonio Nariño,Choque simple,Camión (1) - Automóvil particular (1) ,Sin lesionados,4.594151,-74.113071
-74.1154539999999,4.51030700000007,2962,"Calle 78 sur con Av Caracas, sentido occ→or",Usme,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.510307,-74.115454
-74.114963,4.57623700000005,2963,"Calle 33 sur con Carrera 13K, sentido occ→or",Rafael Uribe Uribe,Choque simple,Taxi (1) - Motocicleta (1) ,Sin lesionados,4.576237,-74.114963
-74.102269,4.59571700000004,2964,"Carrera 27 con Calle 1, sentido s→n",Los Mártires,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.595717,-74.102269
-74.129765,4.64700700000003,2965,"Av Boyacá con Calle 15, sentido n→s",Kennedy,Choque simple,Camión (1) - Automóvil particular (1) ,Sin lesionados,4.647007,-74.129765
-74.1354259999999,4.56839300000007,2966,Carrera 19C con Calle 54 sur,Tunjuelito,Choque con lesionado,Taxi (1) - Motociclista lesionado (1) ,Con lesionados,4.568393,-74.135426
-74.1832929999999,4.62970700000005,2967,Carrera 88C con Calle 53A sur,Bosa,Choque con lesionado,Motociclista lesionado (2) - Ciclista lesionado (1) ,Con lesionados,4.629707,-74.183293
-74.050603,4.64961900000003,2968,"Av Circunvalar con Calle 70, sentido n→s",Chapinero,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.649619,-74.050603
-74.134891,4.66059200000007,2969,"Av Ciudad de Cali con Av Centenario (Calle 13), sentido n→s",Fontibón,Choque con lesionado,Motociclista lesionado (1) - Ciclista lesionado (1) ,Con lesionados,4.660592,-74.134891
-74.0753339999999,4.61935400000004,2970,"Av El Dorado (Calle 26) con Carrera 169 bis, sentido or→occ",Teusaquillo,Choque simple,Automóvil particular (1) - Motocicleta (1) ,Sin lesionados,4.619354,-74.075334
-74.114296,4.61596500000007,2971,"Carrera 50 con Calle 3, sentido n→s",Puente Aranda,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.615965,-74.114296
-74.144011,4.55240200000003,2972,Calle 66A sur con Carrera 18A ,Ciudad Bolívar,Volcamiento con lesionado,Automóvil particular (1) - Conductor lesionado (1) - Pasajero lesionado (1),Con lesionados,4.552402,-74.144011
-74.1553939999999,4.64130700000004,2973,"Av Ciudad de Cali con Calle 6, sentido s→n",Kennedy,Choque simple,Camión (1) - Automóvil particular (1) ,Sin lesionados,4.641307,-74.155394
-74.202837,4.61488700000007,2974,Calle 82 sur con Carrera 81F ,Bosa,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.614887,-74.202837
-74.1159259999999,4.68375800000007,2975,"Av Ciudad de Cali con Calle 55A, sentido n→s",Engativá,Choque simple,Automóvil particular (1) - Motocicleta (1) ,Sin lesionados,4.683758,-74.115926
-74.1015629999999,4.60279400000007,2976,"NQS con Calle 2, sentido n→s",Puente Aranda,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.602794,-74.101563
-74.0745209999999,4.63896100000005,2977,Carrera 24 con Calle 50 ,Teusaquillo,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.638961,-74.074521
-74.1102779999999,4.59825400000005,2978,Carrera 32A con Calle 11 sur,Puente Aranda,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.598254,-74.110278
-74.104675,4.70271600000007,2979,"Calle 76A con Carrera 89, sentido occ→or",Engativá,Choque con lesionado,Motociclista lesionado (2)  ,Con lesionados,4.702716,-74.104675
-74.114586,4.53332300000005,2980,Calle 65D sur con Carrera 7C ,Usme,Fenómeno de remoción en masa,Escombros (1)  ,Sin lesionados,4.533323,-74.114586
-74.18278,4.63360900000004,2981,Carrera 89B con Calle 51 sur,Bosa,Choque con lesionado,Bus SITP (1) - Motociclista lesionado (1) ,Con lesionados,4.633609,-74.18278
-74.15277,4.64392600000002,2982,"Carrera 86 con Calle 6D, sentido n→s",Kennedy,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.643926,-74.15277
-74.142532,4.58030900000006,2983,Transversal 60 con Calle 54 sur,Tunjuelito,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.580309,-74.142532
-74.14293,4.57989300000003,2984,"Carrera 51 con Calle 72 sur, sentido n→s",Tunjuelito,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.579893,-74.14293
-74.173638,4.63752900000003,2985,"Carrera 42F con Calle 89C, sentido n→s",Kennedy,Choque simple,Bus SITP (1) - Camioneta (1) ,Sin lesionados,4.637529,-74.173638
-74.0935479999999,4.61088600000005,2986,"Calle 11 con Carrera 29, sentido s→n",Los Mártires,Choque con lesionado,Motociclista lesionado (2)  ,Con lesionados,4.610886,-74.093548
-74.119002,4.54400800000008,2987,Calle 55 sur con Carrera 5B ,Rafael Uribe Uribe,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.544008,-74.119002
-74.1320479999999,4.64570700000007,2988,Av Boyacá con Calle 12 ,Kennedy,Choque simple,Automóvil particular (1) - Motocicleta (1) ,Sin lesionados,4.645707,-74.132048
-74.111904,4.66638500000005,2989,Av Boyacá con Av El Dorado (Calle 26) ,Engativá,Autolesionado,Motocicleta (1) - Acompañante lesionado (1) ,Con lesionados,4.666385,-74.111904
-74.131456,4.56776600000006,2990,Carrera 19 con Calle 53 sur,Tunjuelito,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.567766,-74.131456
-74.0717299999999,4.61088500000005,2991,"Calle 24 con Carrera 10, sentido s→n",Santa Fe,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.610885,-74.07173
-74.074039,4.65305300000006,2992,Calle 63B con Carrera 26 ,Barrios Unidos,Choque con objeto fijo,Grúa (1) - Poste (1) ,Sin lesionados,4.653053,-74.074039
-74.145615,4.53972700000003,2993,Carrera 18D con Calle 77B sur,Ciudad Bolívar,Choque con objeto fijo,Automóvil particular (1) - Vivienda (1) ,Sin lesionados,4.539727,-74.145615
-74.156652,4.63517800000005,2994,"Calle 5B sur con Carrera 81, sentido or→occ",Kennedy,Atropello,Motocicleta (1) - Peatón lesionado (1) ,Con lesionados,4.635178,-74.156652
-74.055236,4.70078800000005,2995,"Autopista Norte con Calle 116, sentido n→s",Suba,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.700788,-74.055236
-74.0709419999999,4.61202700000007,2996,"Carrera 10 con Calle 26, sentido s→n",Santa Fe,Choque con lesionado,Motociclista lesionado (2)  ,Con lesionados,4.612027,-74.070942
-74.061161,4.63137600000005,2997,"Carrera 3 con Calle 45, sentido n→s",Chapinero,Atropello,Automóvil particular (1) - Peatón lesionado (1) ,Con lesionados,4.631376,-74.061161
-74.1886039999999,4.63128600000005,2998,Av Guayacanes con Calle 56 sur,Bosa,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.631286,-74.188604
-74.159375,4.54672100000005,2999,Calle 72C sur con Carrera 26C ,Ciudad Bolívar,Choque simple,Taxi (1) - Motocicleta (1) ,Sin lesionados,4.546721,-74.159375
-74.083533,4.65390000000002,3000,"Av José Celestino Mutis con Carrera 50, sentido or→occ",Barrios Unidos,Choque simple,Automóvil particular (1) - Motocicleta (1) ,Sin lesionados,4.6539,-74.083533
-74.104864,4.73803700000008,3001,Calle 132 con Carrera 118 ,Suba,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.738037,-74.104864
-74.143605,4.60174000000006,3002,Av Boyacá con Calle 41 sur,Kennedy,Choque simple,Camión (1) - Automóvil particular (1) ,Sin lesionados,4.60174,-74.143605
-74.083533,4.65390000000002,3003,"Av José Celestino Mutis con Av Carrera 68, sentido or→occ",Engativá,Choque simple,Automóvil particular (1) - Motocicleta (1) ,Sin lesionados,4.6539,-74.083533
-74.1878609999999,4.59801500000003,3004,Carrera 77I con Calle 65J sur,Bosa,Choque con objeto fijo,Bus / buseta (1) - Vivienda (1) ,Sin lesionados,4.598015,-74.187861
-74.09421,4.60114900000002,3005,Carrera 24 con Calle 5 ,Los Mártires,Choque con lesionado,Motocicleta (1) - Ciclista lesionado (1) ,Con lesionados,4.601149,-74.09421
-74.1329959999999,4.58947800000004,3006,"Autopista Sur con Carrera 50, sentido occ→or",Tunjuelito,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.589478,-74.132996
-74.0420579999999,4.68522700000005,3007,"Carrera 11 con Calle 100, sentido n→s",Usaquén,Choque simple,Automóvil particular (2)  ,Sin lesionados,4.685227,-74.042058
-74.178393,4.62556400000005,3008,"Calle 51A sur con Carrera 86A, sentido n→s",Bosa,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.625564,-74.178393
-74.164207,4.63117500000004,3009,"Calle 40 sur con Carrera 82, sentido n→s",Kennedy,Autolesionado,Motociclista lesionado (1)  ,Con lesionados,4.631175,-74.164207
-74.1046039999999,4.68053200000003,3010,"Calle 64F con Carrera 74A, sentido s→n",Engativá,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.680532,-74.104604
-74.0344049999999,4.74126700000005,3011,Calle 163A con Carrera 13B ,Usaquén,Choque simple,Taxi (1) - Motocicleta (1) ,Sin lesionados,4.741267,-74.034405
-74.079199,4.64360500000004,3012,"NQS con Calle 53, sentido n→s",Teusaquillo,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) ,Con lesionados,4.643605,-74.079199
-74.066225,4.66436900000002,3013,Carrera 24 con Calle 73 ,Barrios Unidos,Choque con lesionado,Motocicleta (2) - Motociclista lesionado (1) - Acompañante lesionado (1),Con lesionados,4.664369,-74.066225
-74.040113,4.76444800000007,3014,"Calle 187 con Carrera 19, sentido or→occ",Usaquén,Choque simple,Automóvil particular (1) - Motocicleta (1) ,Sin lesionados,4.764448,-74.040113
-74.063913,4.67569800000007,3015,"NQS con Calle 86A, sentido s→n",Barrios Unidos,Choque con lesionado,Automóvil particular (1) - Patineta (1) - Conductor lesionado (1),Con lesionados,4.675698,-74.063913
