X,Y,OBJECTID,DIRECCION_INCIDENTE,LOCALIDAD,TIPO_DE_INCIDENTE,TIPO_DE_ACTORES_VIALES_IMPLICAD,AFECTACIÓN_PERSONAS,FECHA_INCIDENTE__DD_MM_AAAA_,LATITUD,LONGITUD
-74.1294435,4.57239360000005,8000,"Calle 48B sur con Carrera 21, sentido or→occ",Tunjuelito,Choque simple,Bus SITP (1) - Automóvil particular (1),Sin lesionados,2025/07/19 00:00:00+00,4.5723936,-74.1294435
-74.1588707,4.61593680000004,8001,"Av Primero de Mayo con Calle 41G sur, sentido n→s",Kennedy,Choque con lesionado,Bus SITP (1) - Ciclista lesionado (1) - Acompañante lesionado (1),Con lesionados,2025/07/19 00:00:00+00,4.6159368,-74.1588707
-74.0324153999999,4.72392030000003,8002,"Carrera 9 con Calle 146, sentido s→n",Usaquén,Choque simple,Automóvil particular (2),Sin lesionados,2025/07/19 00:00:00+00,4.7239203,-74.0324154
-74.1187932,4.67286370000005,8003,Diagonal 84A con Carrera 82,Engativá,Atropello,Automóvil particular (1) - Peatón lesionado (1),Con lesionados,2025/07/19 00:00:00+00,4.6728637,-74.1187932
-74.1361899,4.58424180000003,8004,"Carrera 32 con Calle 51 sur, sentido n→s",Tunjuelito,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/07/19 00:00:00+00,4.5842418,-74.1361899
-74.1126963999999,4.65612320000002,8005,Av La Esperanza con Carrera 123,Fontibón,Choque con lesionado,Taxi (1) - Motociclista lesionado (1),Con lesionados,2025/07/19 00:00:00+00,4.6561232,-74.1126964
-74.1705708,4.61904700000002,8006,"Carrera 80C con Calle 49 sur, sentido n→s",Kennedy,Choque con objeto fijo,Camión (1) - Automóvil particular (1),Sin lesionados,2025/07/19 00:00:00+00,4.619047,-74.1705708
-74.0792499999999,4.60319000000004,8007,"Av Jiménez (Calle 13) con Carrera 6, sentido or→occ",Santa Fe,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/07/19 00:00:00+00,4.60319,-74.07925
-74.098017,4.67753690000006,8008,"Carrera 70D con Calle 65 sur, sentido n→s",Ciudad Bolívar,Choque con lesionado,Camioneta (1) - Motociclista lesionado (1),Con lesionados,2025/07/19 00:00:00+00,4.6775369,-74.098017
-74.1008484,4.67071460000005,8009,"Carrera 69 con Av José Celestino Mutis, sentido n→s",Engativá,Choque simple,Automóvil particular (2),Sin lesionados,2025/07/19 00:00:00+00,4.6707146,-74.1008484
-74.1123526,4.71831970000005,8010,"Carrera 104 con Calle 83, sentido s→n",Engativá,Autolesionado,Ciclista lesionado (1),Con lesionados,2025/07/19 00:00:00+00,4.7183197,-74.1123526
-74.1283759,4.62109470000007,8011,"Calle 1 con Carrera 68D bis, sentido or→occ",Kennedy,Choque simple,Automóvil particular (1) - Motocicleta (1),Sin lesionados,2025/07/19 00:00:00+00,4.6210947,-74.1283759
-74.1235389999999,4.59896700000007,8012,"Calle 33 sur con Carrera 41A, sentido or→occ",Puente Aranda,Choque simple,Automóvil particular (2),Sin lesionados,2025/07/19 00:00:00+00,4.598967,-74.123539
-74.0670231,4.62139890000003,8013,"Calle 34 con Av Carrera 7, sentido or→occ",Santa Fe,Choque con lesionado,Motocicleta (2) - Motociclista lesionado (1),Con lesionados,2025/07/19 00:00:00+00,4.6213989,-74.0670231
-74.0726961999999,4.62078220000006,8014,"Calle 32 con Carrera 17, sentido or→occ",Teusaquillo,Choque simple,Bus SITP (1) - Automóvil particular (1),Sin lesionados,2025/07/19 00:00:00+00,4.6207822,-74.0726962
-74.0448317,4.74475650000005,8015,"Calle 164 con Carrera 21, sentido occ→or",Usaquén,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/07/19 00:00:00+00,4.7447565,-74.0448317
-74.0903876,4.63433500000002,8016,Av Boyacá con Av El Dorado (Calle 26),Engativá,Choque simple,Camión (1) - Automóvil particular (1),Sin lesionados,2025/07/19 00:00:00+00,4.634335,-74.0903876
-74.157524,4.62345910000005,8017,"Carrera 79 con Calle 40 sur, sentido s→n",Kennedy,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/07/19 00:00:00+00,4.6234591,-74.157524
-74.1242311999999,4.71401320000007,8018,"Carrera 111A con Calle 75, sentido s→n",Engativá,Choque con lesionado,Camioneta (3) - Motociclista lesionado (1),Con lesionados,2025/07/19 00:00:00+00,4.7140132,-74.1242312
-74.0447581,4.68002950000005,8019,"Carrera 11 con Calle 97, sentido s→n",Chapinero,Choque con lesionado,Motociclista lesionado (1) - Ciclista lesionado (1),Con lesionados,2025/07/19 00:00:00+00,4.6800295,-74.0447581
-74.194625,4.60357300000004,8020,"Calle 71 sur con Carrera 78C, sentido or→occ",Bosa,Choque con lesionado,Motociclista lesionado (1) - Bicicleta (1),Con lesionados,2025/07/19 00:00:00+00,4.603573,-74.194625
-74.1827668,4.63387820000003,8021,"Calle 51 sur con Carrera 90, sentido occ→or",Bosa,Choque simple,Automóvil particular (1) - Motocicleta (1),Sin lesionados,2025/07/19 00:00:00+00,4.6338782,-74.1827668
-74.1136064999999,4.71154610000002,8022,"Carrera 102 con Av Calle 80, sentido n→s",Engativá,Choque simple,Camión (1) - Motocicleta (1),Sin lesionados,2025/07/19 00:00:00+00,4.7115461,-74.1136065
-74.172516,4.61994730000004,8023,"Transversal 78L con Calle 50 sur, sentido s→n",Kennedy,Choque simple,Camión (1) - Taxi (1),Sin lesionados,2025/07/19 00:00:00+00,4.6199473,-74.172516
-74.1238941,4.60413770000002,8024,Av Primero de Mayo con Carrera 57,Puente Aranda,Choque simple,Automóvil particular (1) - Motocicleta (1),Sin lesionados,2025/07/19 00:00:00+00,4.6041377,-74.1238941
-74.1055348,4.57989340000006,8025,"Calle 26 sur con Av Caracas, sentido or→occ",Rafael Uribe Uribe,Choque simple,Taxi (1) - Automóvil particular (1),Sin lesionados,2025/07/19 00:00:00+00,4.5798934,-74.1055348
-74.0512355,4.72462740000003,8026,"Calle 141 con Autopista Norte, sentido or→occ",Suba,Choque simple,Camioneta (2),Sin lesionados,2025/07/19 00:00:00+00,4.7246274,-74.0512355
-74.0759437,4.68238590000004,8027,Av El Dorado (Calle 26) con Carrera 63,Teusaquillo,Manifestación,Peatón (10),Sin lesionados,2025/07/19 00:00:00+00,4.6823859,-74.0759437
-74.172516,4.61994730000004,8028,"Carrera 89B con Calle 50 sur, sentido s→n",Bosa,Choque con lesionado,Camión (1) - Motociclista lesionado (1) - Acompañante lesionado (1),Con lesionados,2025/07/19 00:00:00+00,4.6199473,-74.172516
-74.1209777999999,4.54396450000007,8029,"Av Caracas con Calle 56 sur, sentido s→n",Usme,Falla semafórica,Intersección semafórica (1),Sin lesionados,2025/07/19 00:00:00+00,4.5439645,-74.1209778
-74.1901190999999,4.61968780000007,8030,"Carrera 70K con Calle 63 sur, sentido or→occ",Ciudad Bolívar,Choque con lesionado,Motocicleta (1) - Ciclista lesionado (1),Con lesionados,2025/07/19 00:00:00+00,4.6196878,-74.1901191
-74.0929017999999,4.71710150000007,8031,"Calle 127 con Carrera 91, sentido or→occ",Suba,Choque con lesionado,Motocicleta (2) - Motociclista lesionado (1),Con lesionados,2025/07/19 00:00:00+00,4.7171015,-74.0929018
-74.1131695999999,4.56275790000007,8032,Calle 45 sur con Carrera 10,Rafael Uribe Uribe,Choque simple,Camión (1) - Automóvil particular (1),Sin lesionados,2025/07/19 00:00:00+00,4.5627579,-74.1131696
-74.0658119,4.76061460000005,8033,"Calle 170 con Av Boyacá, sentido or→occ",Suba,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/07/19 00:00:00+00,4.7606146,-74.0658119
-74.0512355,4.72462740000003,8034,"Autopista Norte con Calle 141, sentido n→s",Suba,Choque simple,Camioneta (2),Sin lesionados,2025/07/19 00:00:00+00,4.7246274,-74.0512355
-74.0465379,4.73713000000004,8035,Carrera 8 con Calle 153,Usaquén,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/07/19 00:00:00+00,4.73713,-74.0465379
-74.0972336,4.67574890000003,8036,"Calle 64H con Carrera 70, sentido or→occ",Engativá,Choque simple,Automóvil particular (2),Sin lesionados,2025/07/19 00:00:00+00,4.6757489,-74.0972336
-74.0831724,4.74301480000003,8037,Carrera 90 con Calle 147C,Suba,Choque objeto fijo con lesionado,Motociclista lesionado (1) - Pared / muro (1),Con lesionados,2025/07/19 00:00:00+00,4.7430148,-74.0831724
-74.1790162,4.62424060000006,8038,Av Ciudad de Cali con Calle 53 sur,Bosa,Choque simple,Taxi (1) - Automóvil particular (1),Sin lesionados,2025/07/19 00:00:00+00,4.6242406,-74.1790162
-74.0889354,4.54420360000006,8039,Calle 44 sur con Carrera 10 este,San Cristóbal,Choque simple,Camión (1) - Automóvil particular (1),Sin lesionados,2025/07/19 00:00:00+00,4.5442036,-74.0889354
-74.0858254999999,4.62462100000005,8040,Carrera 32 con Calle 23,Teusaquillo,Choque simple,Camión (1) - Automóvil particular (1),Sin lesionados,2025/07/19 00:00:00+00,4.624621,-74.0858255
-74.1143503,4.50346220000006,8041,"Calle 93 sur con Carrera 10, sentido s→n",Usme,Choque simple,Automóvil particular (1) - Motocicleta (1),Sin lesionados,2025/07/19 00:00:00+00,4.5034622,-74.1143503
-74.1906766,4.62247000000002,8042,Carrera 87C con Calle 62A sur,Bosa,Choque simple,Automóvil particular (1) - Motocicleta (1),Sin lesionados,2025/07/19 00:00:00+00,4.62247,-74.1906766
-74.1431838999999,4.57943730000005,8043,"Carrera 51 con Calle 58 sur, sentido s→n",Tunjuelito,Choque simple,Bus SITP (1) - Automóvil particular (1),Sin lesionados,2025/07/19 00:00:00+00,4.5794373,-74.1431839
-74.0414678,4.78368140000003,8044,"Calle 205 con Autopista Norte, sentido or→occ",Suba,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/07/19 00:00:00+00,4.7836814,-74.0414678
-74.1234378999999,4.67012560000006,8045,"Av La Esperanza con Carrera 84, sentido or→occ",Fontibón,Choque simple,Automóvil particular (2),Sin lesionados,2025/07/19 00:00:00+00,4.6701256,-74.1234379
-74.0453517,4.72397840000002,8046,"Carrera 18A con Calle 142, sentido n→s",Usaquén,Choque simple,Automóvil particular (1) - Motocicleta (1),Sin lesionados,2025/07/19 00:00:00+00,4.7239784,-74.0453517
-74.0570764999999,4.65178530000003,8047,"Av Carrera 7 con Calle 69, sentido s→n",Chapinero,Atropello,Motociclista lesionado (2) - Peatón lesionado (2),Con lesionados,2025/07/19 00:00:00+00,4.6517853,-74.0570765
-74.0347469,4.76662650000003,8048,"Autopista Norte con Calle 189, sentido s→n",Usaquén,Choque simple,Automóvil particular (2),Sin lesionados,2025/07/19 00:00:00+00,4.7666265,-74.0347469
-74.1484015,4.61006490000005,8049,"Carrera 72L bis con Calle 40 sur, sentido s→n",Kennedy,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/07/19 00:00:00+00,4.6100649,-74.1484015
-74.0957357,4.72089880000004,8050,"Av Ciudad de Cali con Carrera 93C, sentido or→occ",Suba,Atropello,Motocicleta (1) - Peatón lesionado (1),Con lesionados,2025/07/19 00:00:00+00,4.7208988,-74.0957357
-74.1259848999999,4.61939560000008,8051,"Av Carrera 68 con Calle 3, sentido n→s",Kennedy,Choque simple,Bus / buseta (1) - Automóvil particular (1),Sin lesionados,2025/07/19 00:00:00+00,4.6193956,-74.1259849
-74.0601012,4.66803590000006,8052,"Autopista Norte con Av Calle 80, sentido n→s",Barrios Unidos,Choque simple,Camión (1) - Automóvil particular (1),Sin lesionados,2025/07/19 00:00:00+00,4.6680359,-74.0601012
-74.0866963999999,4.52987050000007,8053,"Carrera 15 este con Calle 61A sur, sentido s→n",San Cristóbal,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/07/19 00:00:00+00,4.5298705,-74.0866964
-74.1253971,4.57930430000005,8054,"Carrera 24 con Calle 44 sur, sentido s→n",Rafael Uribe Uribe,Choque con lesionado,Motocicleta (1) - Ciclista lesionado (1),Con lesionados,2025/07/19 00:00:00+00,4.5793043,-74.1253971
-74.1378,4.63044000000002,8055,"Av Boyacá con Av Américas, sentido s→n",Kennedy,Choque simple,Bus / buseta (1) - Automóvil particular (1),Sin lesionados,2025/07/19 00:00:00+00,4.63044,-74.1378
-74.0973994999999,4.56052720000002,8056,"Calle 36 sur con Carrera 3, sentido or→occ",San Cristóbal,Autolesionado,Motociclista lesionado (2),Con lesionados,2025/07/19 00:00:00+00,4.5605272,-74.0973995
-74.0973994999999,4.56052720000002,8057,"Calle 36 sur con Carrera 3, sentido or→occ",San Cristóbal,"Sustancia química en vía (aceite, ACPM, otros)",Aceite (1),Sin lesionados,2025/07/19 00:00:00+00,4.5605272,-74.0973995
-74.0486055,4.70827750000007,8058,"Calle 127B con Carrera 19, sentido occ→or",Usaquén,"Caída de objetos en vía (árbol, cables, otros)",Árbol (1),Sin lesionados,2025/07/19 00:00:00+00,4.7082775,-74.0486055
-74.0486797,4.73995280000003,8059,"Autopista Norte con Calle 159, sentido n→s",Suba,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/07/19 00:00:00+00,4.7399528,-74.0486797
-74.060208,4.64684770000002,8060,"Av Carrera 7 con Calle 62, sentido s→n",Chapinero,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) - Acompañante lesionado (1),Con lesionados,2025/07/19 00:00:00+00,4.6468477,-74.060208
-74.0420583,4.76033950000004,8061,"Calle 183 con Carrera 13, sentido or→occ",Usaquén,Choque simple,Taxi (1) - Automóvil particular (1),Sin lesionados,2025/07/19 00:00:00+00,4.7603395,-74.0420583
-74.1354709,4.60973880000006,8062,"Calle 34 sur con Carrera 68I, sentido occ→or",Kennedy,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/07/19 00:00:00+00,4.6097388,-74.1354709
-74.0720919999999,4.71098860000006,8063,"Av Calle 80 con Carrera 51, sentido occ→or",Barrios Unidos,Caida de ocupante,Bus articulado / biarticulado (1) - Pasajero lesionado (1),Con lesionados,2025/07/19 00:00:00+00,4.7109886,-74.072092
-74.1814709,4.63127210000005,8064,"Calle 51 sur con Carrera 5F, sentido n→s",Usme,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/07/19 00:00:00+00,4.6312721,-74.1814709
-74.1372135,4.63605550000005,8065,"Av Boyacá con Calle 7F, sentido n→s",Kennedy,Choque con lesionado,Motociclista lesionado (2),Con lesionados,2025/07/19 00:00:00+00,4.6360555,-74.1372135
-74.0903646,4.74165670000002,8066,"Carrera 98B con Av Suba, sentido n→s",Suba,Choque simple,Motocicleta (2),Sin lesionados,2025/07/19 00:00:00+00,4.7416567,-74.0903646
-74.1105082,4.70835840000007,8067,"Autopista Medellín con km 1,5, sentido or→occ",Fuera perímetro,Autolesionado,Ciclista lesionado (1),Con lesionados,2025/07/19 00:00:00+00,4.7083584,-74.1105082
-74.1638306,4.67760280000005,8068,"Carrera 116 con Calle 14B, sentido s→n",Fontibón,Choque con lesionado,Taxi (1) - Motociclista lesionado (1),Con lesionados,2025/07/19 00:00:00+00,4.6776028,-74.1638306
-74.0848104999999,4.60898720000006,8069,"Carrera 20 con Calle 14, sentido s→n",Los Mártires,Choque simple,Camión (1) - Automóvil particular (1),Sin lesionados,2025/07/19 00:00:00+00,4.6089872,-74.0848105
-74.0612063999999,4.66530590000002,8070,"Calle 77 con Carrera 20B, sentido or→occ",Barrios Unidos,Choque simple,Automóvil particular (2),Sin lesionados,2025/07/19 00:00:00+00,4.6653059,-74.0612064
-74.1119201,4.71315290000007,8071,"Carrera 102 con Calle 81, sentido s→n",Engativá,Choque simple,Automóvil particular (1) - Patineta (1),Sin lesionados,2025/07/19 00:00:00+00,4.7131529,-74.1119201
-74.15572,4.68309170000003,8072,"Calle 17 con Carrera 116, sentido occ→or",Fontibón,Choque simple,Motocicleta (1) - Bicitaxi (1),Sin lesionados,2025/07/19 00:00:00+00,4.6830917,-74.15572
-74.0980135,4.73493350000007,8073,"Calle 132 con Carrera 103, sentido occ→or",Suba,Choque simple,Taxi (1) - Automóvil particular (1),Sin lesionados,2025/07/19 00:00:00+00,4.7349335,-74.0980135
-74.1279744,4.59728120000005,8074,"Carrera 76 con Calle 39 sur, sentido n→s",Kennedy,Choque simple,Camión (1) - Bus / buseta (1),Sin lesionados,2025/07/19 00:00:00+00,4.5972812,-74.1279744
-74.1058940999999,4.67328000000003,8075,"Calle 25V con Carrera 72A, sentido occ→or",Fontibón,"Caída de objetos en vía (árbol, cables, otros)",Árbol (1),Sin lesionados,2025/07/19 00:00:00+00,4.67328,-74.1058941
-74.097088,4.69664100000006,8076,"Carrera 78 bis con Calle 78, sentido n→s",Engativá,Choque simple,Bus SITP (1) - Automóvil particular (1),Sin lesionados,2025/07/19 00:00:00+00,4.696641,-74.097088
-74.1327333,4.60560050000004,8077,"Carrera 68A con Calle 35A sur, sentido s→n",Kennedy,Choque simple,Tractocamión (1) - Motocicleta (1),Sin lesionados,2025/07/19 00:00:00+00,4.6056005,-74.1327333
-74.09763,4.63787900000005,8078,"Av La Esperanza con Carrera 50, sentido or→occ",Teusaquillo,Choque simple,Taxi (1) - Automóvil particular (1),Sin lesionados,2025/07/19 00:00:00+00,4.637879,-74.09763
-74.1573476,4.58052150000003,8079,"Av Ciudad de Villavicencio con Carrera 51, sentido occ→or",Ciudad Bolívar,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/07/19 00:00:00+00,4.5805215,-74.1573476
-74.1835207999999,4.61933960000005,8080,"Av Ciudad de Cali con Calle 57B sur, sentido n→s",Bosa,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/07/19 00:00:00+00,4.6193396,-74.1835208
-74.0720919999999,4.71098860000006,8081,"Calle 18 con Carrera 73, sentido or→occ",Fontibón,Choque simple,Automóvil particular (2),Sin lesionados,2025/07/19 00:00:00+00,4.7109886,-74.072092
-74.0756469,4.64922620000004,8082,"Carrera 27 con Calle 61C, sentido s→n",Teusaquillo,Choque simple,Taxi (1) - Automóvil particular (1),Sin lesionados,2025/07/19 00:00:00+00,4.6492262,-74.0756469
-74.1814206999999,4.62211090000005,8083,"Av Ciudad de Cali con Av Bosa, sentido n→s",Bosa,Choque con lesionado,Automóvil particular (1) - Motocicleta (2) - Motociclista lesionado (1),Con lesionados,2025/07/19 00:00:00+00,4.6221109,-74.1814207
-74.0720919999999,4.71098860000006,8084,"Calle 18 con Carrera 73, sentido s→n",Fontibón,Choque simple,Automóvil particular (2),,2025/07/19 00:00:00+00,4.7109886,-74.072092
-74.0612063999999,4.66530590000002,8085,"Carrera 20B con Calle 77, sentido n→s",Barrios Unidos,Choque simple,Vehículo de servicio especial (1) - Automóvil particular (1),Sin lesionados,2025/07/19 00:00:00+00,4.6653059,-74.0612064
-74.1001764,4.68035670000006,8086,"Carrera 72 con Calle 7, sentido n→s",Kennedy,Choque simple,Automóvil particular (1) - Motocicleta (1),Sin lesionados,2025/07/19 00:00:00+00,4.6803567,-74.1001764
-74.0998632,4.58812620000003,8087,"Carrera 22 con Calle 14 sur, sentido s→n",Antonio Nariño,Choque simple,Camión (1) - Automóvil particular (1),Sin lesionados,2025/07/19 00:00:00+00,4.5881262,-74.0998632
-74.1233139,4.55802080000007,8088,"Av Carrera 10 con Calle 52 sur, sentido n→s",Tunjuelito,Choque simple,Automóvil particular (2),Sin lesionados,2025/07/19 00:00:00+00,4.5580208,-74.1233139
-74.1001764,4.68035670000006,8089,"Av Boyacá con Calle 117B, sentido s→n",Suba,Choque simple,Automóvil particular (3),Sin lesionados,2025/07/19 00:00:00+00,4.6803567,-74.1001764
-74.1070859,4.69365290000007,8090,"Av Ciudad de Cali con Calle 71, sentido n→s",Engativá,Choque simple,Camión (1) - Motocicleta (1),Sin lesionados,2025/07/19 00:00:00+00,4.6936529,-74.1070859
-74.0907041,4.55331220000005,8091,"Carrera 6 este con Av Ciudad de Villavicencio, sentido n→s",San Cristóbal,Choque simple,Taxi (1) - Motocicleta (1),Sin lesionados,2025/07/19 00:00:00+00,4.5533122,-74.0907041
-74.1453179,4.60584880000005,8092,Carrera 72G con Calle 42D sur,Kennedy,Choque con objeto fijo,Bus SITP (1) - Poste (1),Sin lesionados,2025/07/19 00:00:00+00,4.6058488,-74.1453179
-74.0720919999999,4.71098860000006,8093,"Calle 36B sur con Carrera 4C, sentido occ→or",San Cristóbal,Choque con lesionado,Taxi (1) - Motociclista lesionado (1) - Acompañante lesionado (1),Con lesionados,2025/07/19 00:00:00+00,4.7109886,-74.072092
-74.1808578,4.60908450000005,8094,"Av Bosa con Av Agoberto Mejía, sentido occ→or",Bosa,Choque simple,Automóvil particular (1) - Camioneta (1),,2025/07/19 00:00:00+00,4.6090845,-74.1808578
-74.1323872999999,4.61144710000002,8095,"Av Primero de Mayo con Carrera 68H, sentido occ→or",Kennedy,Choque simple,Automóvil particular (2),Sin lesionados,2025/07/19 00:00:00+00,4.6114471,-74.1323873
-74.10876,4.50400470000005,8096,"Calle 89 sur con Carrera 5B, sentido or→occ",Usme,Choque simple,Camión (1) - Automóvil particular (1),Sin lesionados,2025/07/19 00:00:00+00,4.5040047,-74.10876
-74.0864543,4.64267050000007,8097,"Calle 44D con Carrera 45, sentido occ→or",Teusaquillo,Choque simple,Taxi (1) - Automóvil particular (1),Sin lesionados,2025/07/19 00:00:00+00,4.6426705,-74.0864543
-74.0845563999999,4.60297950000006,8098,"Carrera 17 con Calle 10, sentido n→s",Los Mártires,Choque simple,Camioneta (1) - Automóvil particular (1),Sin lesionados,2025/07/19 00:00:00+00,4.6029795,-74.0845564
-74.1453179,4.60584880000005,8099,Carrera 72G con Calle 42D sur,Kennedy,Choque con objeto fijo,Bus SITP (1) - Poste (1),,2025/07/19 00:00:00+00,4.6058488,-74.1453179
-74.1266271,4.56712400000004,8100,"Av Caracas con Calle 51 sur, sentido s→n",Rafael Uribe Uribe,Choque con lesionado,Motocicleta (2) - Motociclista lesionado (1),Con lesionados,2025/07/19 00:00:00+00,4.567124,-74.1266271
-74.0454402,4.75570230000005,8101,"Autopista Norte con Calle 175, sentido s→n",Usaquén,Choque simple,,Sin lesionados,2025/07/19 00:00:00+00,4.7557023,-74.0454402
-74.1362495,4.58970700000003,8102,"Carrera 38 con Calle 49A sur, sentido s→n",Tunjuelito,Choque con lesionado,Automóvil particular (2) - Conductor lesionado (2),Con lesionados,2025/07/19 00:00:00+00,4.589707,-74.1362495
-74.0739381,4.68783800000006,8103,"Av Carrera 68 con Calle 94A, sentido s→n",Barrios Unidos,Choque simple,Camión (1) - Automóvil particular (1),Sin lesionados,2025/07/19 00:00:00+00,4.687838,-74.0739381
-74.1791247,4.61927100000003,8104,"Carrera 81I con Calle 55 sur, sentido s→n",Bosa,Choque con lesionado,Camión (1) - Motociclista lesionado (1) - Acompañante lesionado (1),Con lesionados,2025/07/19 00:00:00+00,4.619271,-74.1791247
-74.1452171999999,4.67220900000007,8105,"Calle 17 con Carrera 99, sentido or→occ",Fontibón,Choque simple,Taxi (1) - Bicitaxi (1),Sin lesionados,2025/07/19 00:00:00+00,4.672209,-74.1452172
-74.1034317,4.70430440000007,8106,"Av Calle 80 con Carrera 89A, sentido or→occ",Engativá,Choque simple,Camión (1) - Automóvil particular (1),Sin lesionados,2025/07/19 00:00:00+00,4.7043044,-74.1034317
-74.1241239999999,4.71172830000006,8107,"Carrera 110 con Calle 73, sentido n→s",Engativá,Choque simple,Camioneta (1) - Motocicleta (1),Sin lesionados,2025/07/19 00:00:00+00,4.7117283,-74.124124
-74.112784,4.62769800000007,8108,"Av Américas con Carrera 56, sentido or→occ",Puente Aranda,Choque simple,Camión (1) - Automóvil particular (1),Sin lesionados,2025/07/19 00:00:00+00,4.627698,-74.112784
-74.0853792,4.69017990000003,8109,Calle 86 con Carrera 69T,Engativá,Choque simple,Automóvil particular (1) - Motocicleta (1),Sin lesionados,2025/07/19 00:00:00+00,4.6901799,-74.0853792
-74.0224094,4.74102040000002,8110,"Av Carrera 7 con Calle 165, sentido s→n",Usaquén,Choque con lesionado,Bus SITP (1) - Automóvil particular (1) - Conductor lesionado (1),Con lesionados,2025/07/19 00:00:00+00,4.7410204,-74.0224094
-74.0881035,4.58440320000005,8111,"Carrera 5A con Calle 7 sur, sentido n→s",San Cristóbal,"Caída de objetos en vía (árbol, cables, otros)",Cables (1),Sin lesionados,2025/07/19 00:00:00+00,4.5844032,-74.0881035
-74.0635247,4.73694520000004,8112,"Calle 152 con Carrera 58C, sentido or→occ",Suba,Choque simple,Automóvil particular (2),Sin lesionados,2025/07/19 00:00:00+00,4.7369452,-74.0635247
-74.0561445,4.69118600000007,8113,"Autopista Norte con Calle 104, sentido s→n",Usaquén,,,,2025/07/19 00:00:00+00,4.691186,-74.0561445
-74.1857266,4.61883380000006,8114,"Carrera 84C con Calle 59 sur, sentido n→s",Bosa,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/07/19 00:00:00+00,4.6188338,-74.1857266
-74.0654026999999,4.68805280000004,8115,"Carrera 60 con Calle 99, sentido n→s",Barrios Unidos,Choque con lesionado,Camioneta (1) - Motociclista lesionado (1),Con lesionados,2025/07/19 00:00:00+00,4.6880528,-74.0654027
-74.1508388,4.67903270000005,8116,"Calle 17 con Carrera 110, sentido occ→or",Fontibón,Choque con lesionado,Motocicleta (2) - Bicitaxi (1) - Motociclista lesionado (1),Con lesionados,2025/07/19 00:00:00+00,4.6790327,-74.1508388
-74.0384433,4.75521180000004,8117,"Carrera 17A con Calle 175, sentido s→n",Usaquén,Atropello,Automóvil particular (1) - Peatón (1) - Animal de compañía (1),Con lesionados,2025/07/19 00:00:00+00,4.7552118,-74.0384433
-74.1700840999999,4.62258000000003,8118,"Calle 46 sur con Carrera 81B, sentido or→occ",Kennedy,Choque simple,Automóvil particular (2),Sin lesionados,2025/07/19 00:00:00+00,4.62258,-74.1700841
-74.0749647,4.69596170000005,8119,"Carrera 70B con Calle 102, sentido s→n",Suba,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/07/19 00:00:00+00,4.6959617,-74.0749647
-74.1018382999999,4.80985020000003,8120,"Vía Bogotá - Cota con km 4,5",Suba,Choque simple,Automóvil particular (1) - Motocicleta (1),Sin lesionados,2025/07/19 00:00:00+00,4.8098502,-74.1018383
-74.1054315,4.50256800000005,8121,"Calle 89 sur con Carrera 5, sentido or→occ",Usme,Choque simple,Camión (1) - Automóvil particular (1),Sin lesionados,2025/07/19 00:00:00+00,4.502568,-74.1054315
-74.1140268999999,4.61782200000005,8122,"Calle 4A bis con Carrera 18B, sentido or→occ",Los Mártires,Atropello,Automóvil particular (1) - Peatón lesionado (1),Con lesionados,2025/07/19 00:00:00+00,4.617822,-74.1140269
-74.1424718,4.60792460000005,8123,"Diagonal 39 sur con Carrera 72F bis, sentido occ→or",Kennedy,Atropello,Automóvil particular (1) - Peatón lesionado (1),Con lesionados,2025/07/19 00:00:00+00,4.6079246,-74.1424718
-74.1126963999999,4.65612320000002,8124,"Av La Esperanza con Av Boyacá, sentido occ→or",Fontibón,Choque simple,Tractocamión (1) - Taxi (1),Sin lesionados,2025/07/19 00:00:00+00,4.6561232,-74.1126964
-74.0964276,4.60873470000007,8125,"NQS con Calle 8, sentido n→s",Puente Aranda,Choque simple,Automóvil particular (2),Sin lesionados,2025/07/19 00:00:00+00,4.6087347,-74.0964276
-74.0706701,4.70408820000006,8126,"Av Suba con Carrera 80, sentido or→occ",Suba,Choque simple,Automóvil particular (1) - Motocicleta (1),Sin lesionados,2025/07/19 00:00:00+00,4.7040882,-74.0706701
