X,Y,OBJECTID,DIRECCION_INCIDENTE,LOCALIDAD,TIPO_DE_INCIDENTE,TIPO_DE_ACTORES_VIALES_IMPLICAD,AFECTACIÓN_PERSONAS,FECHA_INCIDENTE__DD_MM_AAAA_,LATITUD,LONGITUD
-74.0763454,4.61149370000004,24970,Calle 22 con Carrera 16,Los Mártires,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/08/27 00:00:00+00,4.6114937,-74.0763454
-74.0703157,4.62042530000002,24971,Calle 32 con Av Caracas,Teusaquillo,Choque simple,Automóvil particular (1) - Motocicleta (1),Sin lesionados,2025/08/27 00:00:00+00,4.6204253,-74.0703157
-74.0788166999999,4.60529940000004,24972,"Av Boyacá con Av Caracas, sentido n→s",Usme,Choque simple,Taxi (1) - Motocicleta (1),Sin lesionados,2025/08/27 00:00:00+00,4.6052994,-74.0788167
-74.1008484,4.67071460000005,24973,"Carrera 60 con Av José Celestino Mutis, sentido n→s",Barrios Unidos,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/08/27 00:00:00+00,4.6707146,-74.1008484
-74.1507306999999,4.59558360000005,24974,"Autopista Sur con Carrera 62A, sentido or→occ",Kennedy,Choque simple,,Sin lesionados,2025/08/27 00:00:00+00,4.5955836,-74.1507307
-74.1510522,4.67138420000003,24975,Carrera 103B con Calle 16B,Fontibón,Choque con lesionado,Motociclista lesionado (2),Con lesionados,2025/08/27 00:00:00+00,4.6713842,-74.1510522
-74.1262389,4.58790190000002,24976,"Av Gaitán Cortés con Calle 44 sur, sentido n→s",Tunjuelito,Choque simple,,Sin lesionados,2025/08/27 00:00:00+00,4.5879019,-74.1262389
-74.1119201,4.71315290000007,24977,Carrera 102 con Calle 81,Engativá,Choque simple,Automóvil particular (2),Sin lesionados,2025/08/27 00:00:00+00,4.7131529,-74.1119201
-74.0685333,4.60446310000003,24978,"Carrera 4 con Calle 20, sentido s→n",Santa Fe,Choque con lesionado,Motociclista lesionado (2) - Acompañante lesionado (1),Con lesionados,2025/08/27 00:00:00+00,4.6044631,-74.0685333
-74.0825629,4.57076240000004,24979,"Transversal 5 este con Diagonal 15 sur, sentido s→n",San Cristóbal,Choque simple,Bus SITP (1) - Automóvil particular (1),Sin lesionados,2025/08/27 00:00:00+00,4.5707624,-74.0825629
-74.1355101,4.59379110000003,24980,Diagonal 45B sur con Carrera 52A,Tunjuelito,Choque con objeto fijo,Tractocamión (1) - Poste (1),Sin lesionados,2025/08/27 00:00:00+00,4.5937911,-74.1355101
-74.0798694,4.60382570000007,24981,Av Jiménez (Calle 13) con Carrera 13,Santa Fe,Choque simple,Camión (1) - Taxi (1),Sin lesionados,2025/08/27 00:00:00+00,4.6038257,-74.0798694
-74.0572607,4.66444790000003,24982,Carrera 14 con Calle 78 sur,Usme,Choque simple,Automóvil particular (1) - Motocicleta (1),Sin lesionados,2025/08/27 00:00:00+00,4.6644479,-74.0572607
-74.1046822,4.56505840000005,24983,Av Carrera 10 con Calle 36B,Rafael Uribe Uribe,Choque simple,Bus SITP (1) - Automóvil particular (1),Sin lesionados,2025/08/27 00:00:00+00,4.5650584,-74.1046822
-74.0631169,4.67107710000005,24984,Av Carrera 24 con Calle 83,Barrios Unidos,Choque con lesionado,Motociclista lesionado (1) - Ciclista lesionado (1),Con lesionados,2025/08/27 00:00:00+00,4.6710771,-74.0631169
-74.1154643,4.74425170000006,24985,"Calle 132D con Carrera 140, sentido occ→or",Suba,Choque simple,Camioneta (1) - Automóvil particular (1),Sin lesionados,2025/08/27 00:00:00+00,4.7442517,-74.1154643
-74.109178,4.62910180000006,24986,Carrera 68B con Av Centenario (Calle 13),Fontibón,Choque simple,Camión (1) - Taxi (1),Sin lesionados,2025/08/27 00:00:00+00,4.6291018,-74.109178
-74.0874449,4.60031630000003,24987,Calle 6B con Carrera 18,Los Mártires,Choque simple,Montacarga (1) - Automóvil particular (1),Sin lesionados,2025/08/27 00:00:00+00,4.6003163,-74.0874449
-74.0992459999999,4.60514160000002,24988,"NQS con Av Comuneros, sentido n→s",Puente Aranda,Choque simple,Tractocamión (1) - Automóvil particular (1),Sin lesionados,2025/08/27 00:00:00+00,4.6051416,-74.099246
-74.1745642,4.63919640000006,24989,"Calle 42F sur con Carrera 91, sentido or→occ",Kennedy,Choque con lesionado,Motocicleta (1) - Ciclista lesionado (1),Con lesionados,2025/08/27 00:00:00+00,4.6391964,-74.1745642
-74.1505964999999,4.57331100000005,24990,Calle 59B sur con Carrera 38,Ciudad Bolívar,Choque con lesionado,Motocicleta (2) - Motociclista lesionado (1),Con lesionados,2025/08/27 00:00:00+00,4.573311,-74.1505965
-74.1103098999999,4.62221580000005,24991,Av Américas con Carrera 50,Puente Aranda,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/08/27 00:00:00+00,4.6222158,-74.1103099
-74.0495933999999,4.73034480000007,24992,"Autopista Norte con Calle 147, sentido s→n",Usaquén,Choque simple,Automóvil particular (2),Sin lesionados,2025/08/27 00:00:00+00,4.7303448,-74.0495934
-74.1197089999999,4.60532140000004,24993,Carrera 50 con Calle 17 sur,Puente Aranda,Choque con lesionado,Taxi (1) - Motociclista lesionado (1),Con lesionados,2025/08/27 00:00:00+00,4.6053214,-74.119709
-74.0792823,4.63918680000006,24994,NQS con Calle 19,Los Mártires,Choque con objeto fijo,Motociclista lesionado (1) - Poste (1),Con lesionados,2025/08/27 00:00:00+00,4.6391868,-74.0792823
-74.17083,4.62848660000003,24995,Av Ciudad de Villavicencio con Av Ciudad de Cali,Kennedy,Atropello,Motocicleta (1) - Peatón lesionado (1),Con lesionados,2025/08/27 00:00:00+00,4.6284866,-74.17083
-74.0842216999999,4.64575060000004,24996,Calle 53 con Carrera 45,Teusaquillo,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/08/27 00:00:00+00,4.6457506,-74.0842217
-74.05344,4.71142250000003,24997,"Autopista Norte con Calle 127D, sentido n→s",Suba,Choque con lesionado,Automóvil particular (2) - Conductor lesionado (1),Con lesionados,2025/08/27 00:00:00+00,4.7114225,-74.05344
-74.1389194,4.56328650000006,24998,"Calle 59A sur con Carrera 19, sentido s→n",Tunjuelito,Choque simple,Automóvil particular (1) - Motocicleta (1),Sin lesionados,2025/08/27 00:00:00+00,4.5632865,-74.1389194
-74.0903876,4.63433500000002,24999,Av El Dorado (Calle 26) con Carrera 50,Teusaquillo,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/08/27 00:00:00+00,4.634335,-74.0903876
-74.0903876,4.63433500000002,25000,"Av El Dorado (Calle 26) con Carrera 102, sentido or→occ",Fontibón,Choque simple,Automóvil particular (1) - Motocicleta (1),Sin lesionados,2025/08/27 00:00:00+00,4.634335,-74.0903876
-74.1008484,4.67071460000005,25001,"Av Carrera 68 con Av José Celestino Mutis, sentido n→s",Teusaquillo,Choque simple,,Sin lesionados,2025/08/27 00:00:00+00,4.6707146,-74.1008484
-74.0942196,4.63182230000007,25002,Calle 22B con Carrera 43A,Teusaquillo,Choque simple,Taxi (1) - Automóvil particular (1),Sin lesionados,2025/08/27 00:00:00+00,4.6318223,-74.0942196
-74.0355843999999,4.72464570000005,25003,Carrera 12 con Calle 145A,Usaquén,Choque simple,Automóvil particular (2),Sin lesionados,2025/08/27 00:00:00+00,4.7246457,-74.0355844
-74.0577162,4.68162410000002,25004,"Calle 94 con Autopista Norte, sentido n→s",Barrios Unidos,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/08/27 00:00:00+00,4.6816241,-74.0577162
-74.06748,4.67376000000007,25005,"Av Calle 80 con NQS, sentido or→occ",Barrios Unidos,,,,2025/08/28 00:00:00+00,4.67376,-74.06748
-74.1697758,4.62657510000003,25006,"Av Ciudad de Villavicencio con Carrera 82, sentido occ→or",Kennedy,Atropello,Motocicleta (1) - Peatón lesionado (1),Con lesionados,2025/08/28 00:00:00+00,4.6265751,-74.1697758
-74.1684127999999,4.61938570000007,25007,"Av Agoberto Mejía con Calle 2 sur, sentido s→n",Kennedy,Choque con lesionado,Camión (1) - Motociclista lesionado (1) - Acompañante lesionado (1),Con lesionados,2025/08/28 00:00:00+00,4.6193857,-74.1684128
-74.1001764,4.68035670000006,25008,Av Boyacá con Calle 52A sur,Tunjuelito,Choque con lesionado,Motociclista lesionado (2),Con lesionados,2025/08/28 00:00:00+00,4.6803567,-74.1001764
-74.0929,4.69755440000006,25009,Carrera 76 con Av Calle 80,Engativá,Choque con lesionado,Motociclista lesionado (2),Con lesionados,2025/08/28 00:00:00+00,4.6975544,-74.0929
-74.1046704,4.69797410000007,25010,Av Ciudad de Cali con Calle 74 bis,Engativá,Choque simple,Motocicleta (1) - Bicicleta (1),,2025/08/28 00:00:00+00,4.6979741,-74.1046704
-74.0910589,4.60721610000007,25011,Carrera 25A con Calle 10,Los Mártires,Choque simple,Camión (1) - Automóvil particular (1),Sin lesionados,2025/08/28 00:00:00+00,4.6072161,-74.0910589
-74.0593257,4.67642200000006,25012,"Autopista Norte con Calle 89, sentido n→s",Barrios Unidos,Autolesionado,Motociclista lesionado (1) - Acompañante lesionado (1),Con lesionados,2025/08/28 00:00:00+00,4.676422,-74.0593257
-74.0720919999999,4.71098860000006,25013,"Carrera 50 con Calle 40, sentido n→s",Teusaquillo,Choque con lesionado,Camioneta (1) - Motociclista lesionado (1) - Conductor lesionado (1),Con lesionados,2025/08/28 00:00:00+00,4.7109886,-74.072092
-74.0941867,4.55386350000003,25014,Carrera 8 con Calle 36M sur,San Cristóbal,Choque simple,Taxi (1) - Motocicleta (1),Sin lesionados,2025/08/28 00:00:00+00,4.5538635,-74.0941867
-74.0788166999999,4.60529940000004,25015,Av Caracas con Calle 113A sur,Usme,Choque simple,Taxi (1) - Motocicleta (1),Sin lesionados,2025/08/28 00:00:00+00,4.6052994,-74.0788167
-74.1059059999999,4.65814600000004,25016,"Av El Dorado (Calle 26) con Carrera 69, sentido or→occ",Fontibón,Choque simple,Camioneta (1) - Motocicleta (1),Sin lesionados,2025/08/28 00:00:00+00,4.658146,-74.105906
-74.0225268,4.74698430000007,25017,Calle 170 con Av Carrera 7,Usaquén,Choque objeto fijo con lesionado,Motociclista lesionado (1) - Andén (1),Con lesionados,2025/08/28 00:00:00+00,4.7469843,-74.0225268
-74.1146911,4.62788020000005,25018,"Av Américas con Carrera 58, sentido or→occ",Puente Aranda,Choque con objeto fijo,Motociclista lesionado (1) - Andén (1),Con lesionados,2025/08/28 00:00:00+00,4.6278802,-74.1146911
-74.0362393999999,4.72303460000006,25019,Carrera 12 con Calle 144,Usaquén,Choque simple,Automóvil particular (2),,2025/08/28 00:00:00+00,4.7230346,-74.0362394
-74.1068584,4.57899400000002,25020,"Calle 27 sur con Av Caracas, sentido or→occ",Rafael Uribe Uribe,Choque con lesionado,Bus SITP (1) - Motociclista lesionado (1),Con lesionados,2025/08/28 00:00:00+00,4.578994,-74.1068584
-74.0747679999999,4.73242200000004,25021,Carrera 76 con Av Suba,Suba,Volcamiento,Taxi (1) - Conductor lesionado (1),Con lesionados,2025/08/28 00:00:00+00,4.732422,-74.074768
-74.1059066,4.65944600000006,25022,Av Circunvalar con Av El Dorado (Calle 26),Santa Fe,"Caída de objetos en vía (árbol, cables, otros)",Poste (1),Sin lesionados,2025/08/28 00:00:00+00,4.659446,-74.1059066
-74.0225268,4.74698430000007,25023,Calle 170 con Av Carrera 7,Usaquén,Fallecido hospitalario,Motociclista fallecido (1) - Andén (1),Fallecido hospitalario,2025/08/28 00:00:00+00,4.7469843,-74.0225268
-74.0721985,4.69216650000004,25024,"Av Suba con Calle 102, sentido n→s",Suba,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/08/28 00:00:00+00,4.6921665,-74.0721985
-74.119129,4.60127370000004,25025,Av Primero de Mayo con Carrera 40A,Puente Aranda,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/08/28 00:00:00+00,4.6012737,-74.119129
-74.0700676,4.65025760000003,25026,Calle 2 con Carrera 20,Los Mártires,Choque con lesionado,Bus SITP (1) - Automóvil particular (1) - Conductor lesionado (1),Con lesionados,2025/08/28 00:00:00+00,4.6502576,-74.0700676
-74.1358238999999,4.68312750000007,25027,"Av La Esperanza con Carrera 103B, sentido or→occ",Fontibón,Choque con lesionado,Motociclista lesionado (2),Con lesionados,2025/08/28 00:00:00+00,4.6831275,-74.1358239
-74.1154946999999,4.50765810000007,25028,Calle 91 sur con Carrera 14B,Usme,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/08/28 00:00:00+00,4.5076581,-74.1154947
-74.1001764,4.68035670000006,25029,Av Boyacá con Transversal 1C bis,Usme,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/08/28 00:00:00+00,4.6803567,-74.1001764
-74.0992459999999,4.60514160000002,25030,"NQS con Av Comuneros, sentido n→s",Puente Aranda,Choque con objeto fijo,Automóvil particular (2) - Separador (1),Sin lesionados,2025/08/28 00:00:00+00,4.6051416,-74.099246
-74.0889354,4.54420360000006,25031,"Carrera 10 este con Calle 44 sur, sentido n→s",San Cristóbal,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/08/28 00:00:00+00,4.5442036,-74.0889354
-74.0829528,4.74972560000003,25032,Calle 153 con Carrera 92,Suba,Choque simple,Bus SITP (1) - Bicicleta (1),Sin lesionados,2025/08/28 00:00:00+00,4.7497256,-74.0829528
-74.0347705999999,4.68897930000003,25033,Av Carrera 7 con Calle 201,Usaquén,Choque con objeto fijo,Camión (1) - Andén (1),Sin lesionados,2025/08/28 00:00:00+00,4.6889793,-74.0347706
-74.1103098999999,4.62221580000005,25034,"Av Américas con Carrera 50, sentido occ→or",Puente Aranda,Choque simple,Automóvil particular (1) - Motocicleta (1),Sin lesionados,2025/08/28 00:00:00+00,4.6222158,-74.1103099
-74.1008484,4.67071460000005,25035,Av José Celestino Mutis con Carrera 96,Engativá,Choque simple,Bus SITP (1) - Automóvil particular (1),Sin lesionados,2025/08/28 00:00:00+00,4.6707146,-74.1008484
-74.1181372999999,4.62879130000005,25036,Av Américas con Carrera 79F,Kennedy,Choque con lesionado,Automóvil particular (1) - Motocicleta (1) - Peatón lesionado (2),Con lesionados,2025/08/28 00:00:00+00,4.6287913,-74.1181373
-74.0878288,4.69475940000007,25037,"Av Calle 80 con Carrera 105, sentido occ→or",Engativá,Choque simple,Bus SITP (1) - Automóvil particular (1),Sin lesionados,2025/08/28 00:00:00+00,4.6947594,-74.0878288
-74.1008484,4.67071460000005,25038,Carrera 98 con Av José Celestino Mutis,Engativá,Choque simple,Bus SITP (1) - Camioneta (1) - Motocicleta (1),,2025/08/28 00:00:00+00,4.6707146,-74.1008484
-74.1814709,4.63127210000005,25039,Calle 51 sur con Carrera 5F,Rafael Uribe Uribe,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/08/28 00:00:00+00,4.6312721,-74.1814709
-74.1059066,4.65944600000006,25040,Av Circunvalar con Av El Dorado (Calle 26),Santa Fe,"Caída de objetos en vía (árbol, cables, otros)",Poste (1),,2025/08/28 00:00:00+00,4.659446,-74.1059066
-74.0827657,4.63012810000004,25041,"Av El Dorado (Calle 26) con Carrera 33, sentido or→occ",Teusaquillo,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/08/28 00:00:00+00,4.6301281,-74.0827657
-74.1351657,4.66027400000007,25042,"Av Ciudad de Cali con Av Calle 80, sentido s→n",Engativá,Choque con lesionado,Camión (1) - Ciclista lesionado (1),Con lesionados,2025/08/28 00:00:00+00,4.660274,-74.1351657
-74.0435813,4.70402510000002,25043,"Calle 127 con Carrera 15A, sentido or→occ",Usaquén,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (2),Con lesionados,2025/08/28 00:00:00+00,4.7040251,-74.0435813
-74.2018001,4.60033940000005,25044,"Carrera 24 con Calle 3 sur, sentido s→n",Antonio Nariño,Choque simple,Motocicleta (2),Sin lesionados,2025/08/28 00:00:00+00,4.6003394,-74.2018001
-74.0720919999999,4.71098860000006,25045,Carrera 83 con Calle 15,Kennedy,Atropello,Motocicleta (1) - Peatón lesionado (1),Con lesionados,2025/08/28 00:00:00+00,4.7109886,-74.072092
-74.0950318,4.75550590000006,25046,Calle 152F con Carrera 109,Suba,Choque con lesionado,Bus SITP (1) - Ciclista lesionado (1),Con lesionados,2025/08/28 00:00:00+00,4.7555059,-74.0950318
-74.0442236,4.66788120000007,25047,"Av Circunvalar con Calle 91, sentido n→s",Chapinero,Varado,Bus SITP (1),Sin lesionados,2025/08/28 00:00:00+00,4.6678812,-74.0442236
-74.0818288999999,4.74882900000006,25048,Calle 152B con Carrera 73B,Suba,Choque simple,Vehículo escolar (1) - Camioneta (1),Sin lesionados,2025/08/28 00:00:00+00,4.748829,-74.0818289
-74.1358238999999,4.68312750000007,25049,"Av La Esperanza con Carrera 103B, sentido or→occ",Fontibón,Choque con lesionado,Motociclista lesionado (2),Con lesionados,2025/08/28 00:00:00+00,4.6831275,-74.1358239
-74.1001764,4.68035670000006,25050,"Calle 12 con Av Boyacá, sentido or→occ",Kennedy,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/08/28 00:00:00+00,4.6803567,-74.1001764
-74.1065425,4.57869930000004,25051,Carrera 27 con Calle 13 sur,Antonio Nariño,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/08/28 00:00:00+00,4.5786993,-74.1065425
-74.1001764,4.68035670000006,25052,"Av Calle 80 con Av Boyacá, sentido occ→or",Engativá,Choque simple,Taxi (1) - Automóvil particular (1),Sin lesionados,2025/08/28 00:00:00+00,4.6803567,-74.1001764
-74.1556846999999,4.61477760000002,25053,"Diagonal 2 con Transversal 78, sentido n→s",Kennedy,Varado,Camión (1),Sin lesionados,2025/08/28 00:00:00+00,4.6147776,-74.1556847
-74.1392551,4.61208830000004,25054,Carrera 69B con Calle 37A sur,Kennedy,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/08/28 00:00:00+00,4.6120883,-74.1392551
-74.1252942,4.58644030000005,25055,"Diagonal 41A sur con Carrera 31, sentido or→occ",Rafael Uribe Uribe,Choque con lesionado,Motocicleta (2) - Motociclista lesionado (1),Con lesionados,2025/08/28 00:00:00+00,4.5864403,-74.1252942
-74.1069047999999,4.75444460000006,25056,Carrera 128 con Calle 146,Suba,Choque simple,Camión (1) - Automóvil particular (1),Sin lesionados,2025/08/28 00:00:00+00,4.7544446,-74.1069048
-74.091103,4.65430580000003,25057,"Av El Dorado (Calle 26) con Carrera 60, sentido or→occ",Teusaquillo,Varado,,Sin lesionados,2025/08/28 00:00:00+00,4.6543058,-74.091103
-74.1314642999999,4.59384860000006,25058,"Autopista Sur con Carrera 51, sentido or→occ",Tunjuelito,Choque con lesionado,Automóvil particular (1) - Ciclista lesionado (1),Con lesionados,2025/08/28 00:00:00+00,4.5938486,-74.1314643
-74.1001764,4.68035670000006,25059,"Av Boyacá con Calle 12, sentido s→n",Kennedy,Atropello,Motocicleta (1) - Peatón lesionado (1),,2025/08/28 00:00:00+00,4.6803567,-74.1001764
-74.1290334,4.74323240000007,25060,"Carrera 158B con Calle 136F, sentido n→s",Suba,Choque simple,Automóvil particular (1) - Motocicleta (1),Sin lesionados,2025/08/28 00:00:00+00,4.7432324,-74.1290334
-74.0915689999999,4.69686400000006,25061,"Carrera 74 con Calle 6D, sentido s→n",Kennedy,Choque con lesionado,Camioneta (1) - Motociclista lesionado (1) - Conductor lesionado (1),Con lesionados,2025/08/28 00:00:00+00,4.696864,-74.091569
-74.0699704,4.71147320000006,25062,Calle 127 con Carrera 58,Suba,Atropello,Motociclista lesionado (1) - Peatón lesionado (1),Con lesionados,2025/08/28 00:00:00+00,4.7114732,-74.0699704
-74.0915689999999,4.69686400000006,25063,"Calle 6B con Carrera 74, sentido occ→or",Kennedy,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),,2025/08/28 00:00:00+00,4.696864,-74.091569
-74.1387156,4.56232440000002,25064,"Av Boyacá con Calle 60 sur, sentido s→n",Ciudad Bolívar,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/08/28 00:00:00+00,4.5623244,-74.1387156
-74.1165,4.56852740000005,25065,Calle 43 sur con Carrera 12G,Rafael Uribe Uribe,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/08/28 00:00:00+00,4.5685274,-74.1165
-74.1303513,4.60673660000003,25066,Av Carrera 68 con Calle 31 sur,Kennedy,Caida de ocupante,Bus SITP (1) - Pasajero lesionado (1),Con lesionados,2025/08/28 00:00:00+00,4.6067366,-74.1303513
-74.0512355,4.72462740000003,25067,"Autopista Norte con Calle 141, sentido n→s",Suba,Choque simple,,Sin lesionados,2025/08/28 00:00:00+00,4.7246274,-74.0512355
-74.0714632,4.59456090000003,25068,Diagonal 98C sur con Carrera 2,Usme,"Caída de objetos en vía (árbol, cables, otros)",Árbol (1),Sin lesionados,2025/08/28 00:00:00+00,4.5945609,-74.0714632
-74.0792823,4.63918680000006,25069,"NQS con Calle 7, sentido n→s",Puente Aranda,Choque con objeto fijo,Automóvil particular (1) - Otro (1),Sin lesionados,2025/08/28 00:00:00+00,4.6391868,-74.0792823
-74.1702605999999,4.60581250000007,25070,Calle 55 sur con Carrera 77K,Kennedy,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/08/28 00:00:00+00,4.6058125,-74.1702606
-74.109178,4.62910180000006,25071,"Av Centenario (Calle 13) con Av Boyacá, sentido occ→or",Fontibón,Atropello,Motocicleta (1) - Peatón lesionado (1) - Acompañante lesionado (1),Con lesionados,2025/08/28 00:00:00+00,4.6291018,-74.109178
-74.1057646,4.48778820000007,25072,"Av Caracas con Calle 114 sur, sentido n→s",Usme,Choque con lesionado,Motociclista lesionado (1) - Ciclista lesionado (1),Con lesionados,2025/08/28 00:00:00+00,4.4877882,-74.1057646
-74.1587797999999,4.63543760000005,25073,"Carrera 82 con Calle 33 sur, sentido s→n",Kennedy,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/08/28 00:00:00+00,4.6354376,-74.1587798
-74.0465804,4.66459340000006,25074,"Av Circunvalar con Calle 84, sentido n→s",Chapinero,Varado,Automóvil particular (1),Sin lesionados,2025/08/28 00:00:00+00,4.6645934,-74.0465804
-74.1305498999999,4.66565750000007,25075,Av Ciudad de Cali con Calle 22,Fontibón,Falla semafórica,Intersección semafórica (1),Sin lesionados,2025/08/28 00:00:00+00,4.6656575,-74.1305499
-74.0295708,4.76654820000005,25076,Carrera 8B con Calle 190,Usaquén,"Caída de objetos en vía (árbol, cables, otros)",Cables (1),Sin lesionados,2025/08/28 00:00:00+00,4.7665482,-74.0295708
-74.1976670999999,4.57899950000007,25077,Calle 33 sur con Carrera 9 este,San Cristóbal,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/08/28 00:00:00+00,4.5789995,-74.1976671
-74.1823209,4.63002040000003,25078,Carrera 88C con Calle 52B sur,Bosa,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/08/28 00:00:00+00,4.6300204,-74.1823209
-74.0797296,4.75620630000003,25079,"Calle 161 con Carrera 92, sentido occ→or",Suba,Choque con lesionado,Motocicleta (1) - Patineta (1) - Conductor lesionado (1),Con lesionados,2025/08/28 00:00:00+00,4.7562063,-74.0797296
-74.1034642,4.75248580000004,25080,"Carrera 115 con Calle 148, sentido s→n",Suba,Choque simple,Taxi (1) - Motocicleta (1),Sin lesionados,2025/08/28 00:00:00+00,4.7524858,-74.1034642
-74.1438792,4.63133200000004,25081,"Av Américas con Carrera 75, sentido or→occ",Kennedy,Choque con lesionado,Camioneta (1) - Motociclista lesionado (1),,2025/08/28 00:00:00+00,4.631332,-74.1438792
-74.151037,4.61444100000006,25082,"Carrera 73A con Calle 40 sur, sentido s→n",Kennedy,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/08/28 00:00:00+00,4.614441,-74.151037
-74.0998390999999,4.62613710000005,25083,"Calle 21 con Carrera 43A, sentido or→occ",Puente Aranda,Choque simple,Automóvil particular (1) - Motocicleta (1),Sin lesionados,2025/08/28 00:00:00+00,4.6261371,-74.0998391
-74.1171337,4.59121300000004,25084,"Carrera 30 con Calle 32 sur, sentido s→n",Antonio Nariño,Choque con lesionado,Motocicleta (1) - Ciclista lesionado (1),Con lesionados,2025/08/28 00:00:00+00,4.591213,-74.1171337
-74.0699451,4.69998270000002,25085,"Av Pepe Sierra con Av Suba, sentido occ→or",Suba,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/08/28 00:00:00+00,4.6999827,-74.0699451
-74.1103098999999,4.62221580000005,25086,Calle 3 con Carrera 50,Puente Aranda,Choque con lesionado,Camión (1) - Motociclista lesionado (1),Con lesionados,2025/08/28 00:00:00+00,4.6222158,-74.1103099
-74.1175721,4.70264830000002,25087,Calle 71B con Carrera 100A,Engativá,Choque simple,Automóvil particular (1) - Bicicleta (1),Sin lesionados,2025/08/28 00:00:00+00,4.7026483,-74.1175721
-74.0910706,4.57847550000002,25088,"Carrera 9 con Calle 97, sentido n→s",Chapinero,Choque con lesionado,Camioneta (1) - Motociclista lesionado (1),Con lesionados,2025/08/28 00:00:00+00,4.5784755,-74.0910706
-74.1636207999999,4.69007060000007,25089,"Carrera 128 con Av Centenario (Calle 13), sentido s→n",Fontibón,Choque con lesionado,Motociclista lesionado (2),Con lesionados,2025/08/28 00:00:00+00,4.6900706,-74.1636208
-74.1883081,4.59983650000004,25090,Carrera 77L con Calle 68 sur,Bosa,Choque con lesionado,Taxi (1) - Motociclista lesionado (1),Con lesionados,2025/08/28 00:00:00+00,4.5998365,-74.1883081
-74.1204025,4.74438560000004,25091,Carrera 150A con Calle 133,Suba,Choque con lesionado,Motocicleta (2) - Motociclista lesionado (1),Con lesionados,2025/08/28 00:00:00+00,4.7443856,-74.1204025
-74.0467558,4.67606550000005,25092,Carrera 11 con Calle 65C sur,Usme,Manifestación,Peatón (10),Sin lesionados,2025/08/28 00:00:00+00,4.6760655,-74.0467558
-74.0895095,4.68862890000003,25093,"Calle 63B con Carrera 70C, sentido or→occ",Engativá,Choque simple,Automóvil particular (1) - Bicicleta (1),Sin lesionados,2025/08/28 00:00:00+00,4.6886289,-74.0895095
-74.1920689,4.62990920000004,25094,"Av Guayacanes con Calle 59 sur, sentido s→n",Bosa,Atropello,Motociclista lesionado (1) - Peatón lesionado (1),Con lesionados,2025/08/28 00:00:00+00,4.6299092,-74.1920689
-74.1376243,4.61120620000003,25095,Carrera 4C con Calle 36 sur,San Cristóbal,Choque con lesionado,Motociclista lesionado (1) - Acompañante lesionado (1) - Ciclista lesionado (1),Con lesionados,2025/08/28 00:00:00+00,4.6112062,-74.1376243
,,25096,-,,,,,2025/08/28 00:00:00+00,,
-74.0442904,4.70437150000004,25097,"Calle 127 con Carrera 16, sentido occ→or",Usaquén,Choque simple,Automóvil particular (1) - Motocicleta (2),,2025/08/28 00:00:00+00,4.7043715,-74.0442904
-74.1001764,4.68035670000006,25098,"Av Boyacá con Carrera 3, sentido s→n",Ciudad Bolívar,Choque con lesionado,Camión (1) - Motociclista lesionado (1),Con lesionados,2025/08/28 00:00:00+00,4.6803567,-74.1001764
-74.0637705,4.63465910000002,25099,"Av Carrera 7 con Calle 48, sentido s→n",Chapinero,Choque con lesionado,Vehículo de servicio especial (1) - Motociclista lesionado (1),Con lesionados,2025/08/28 00:00:00+00,4.6346591,-74.0637705
-74.1394046999999,4.60621380000003,25100,Calle 38B sur con Carrera 73C,Kennedy,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/08/28 00:00:00+00,4.6062138,-74.1394047
